% Model,EigenRadiusSweep_Al&_DoubleZotefoamContactModel_2.5to5.5GHz.mph
% Version,COMSOL 6.1.0.282
% Date,"Jul 8 2025, 10:29"
% Table,Table 1 - 
% r_zotefoam (m),search_freq (Hz),Eigenfrequency (GHz),Frequency (GHz),Quality factor (1)
0.02540833333,3.0E9,3.0517063567829905+0.191148069517291i,3.0517063567829905,7.982571742653508
0.02540833333,3.0E9,3.052420972475745+0.16565401280038636i,3.052420972475745,9.213241867415316
0.02540833333,3.0E9,3.0536706795791586+0.18575687093168644i,3.0536706795791586,8.219536279500987
0.02540833333,3.0E9,3.0551954980593887+0.18220104174143925i,3.0551954980593887,8.384132903024243
0.02540833333,3.0E9,3.055332173844395+0.18160180702285153i,3.055332173844395,8.412174481997122
0.02540833333,3.0E9,3.056167472175174+0.16495251870894673i,3.056167472175174,9.263779347218337
0.02540833333,3.0E9,3.056655401934158+0.19857102888754807i,3.056655401934158,7.696629813166651
0.02540833333,3.0E9,3.05672684295838+0.18235331527309964i,3.05672684295838,8.381330600928486
0.02540833333,3.0E9,3.056759879923246+0.1946729230310351i,3.056759879923246,7.851014492230981
0.02540833333,3.0E9,3.056776785067479+0.20021981020881677i,3.056776785067479,7.633552299044364
0.02540833333,3.0E9,3.0567791326161164+0.18193731546857494i,3.0567791326161164,8.400638221860808
0.02540833333,3.0E9,3.057898031669954+0.16740085314095027i,3.057898031669954,9.133460117718835
0.02540833333,3.0E9,3.0590532522894187+0.165062202043182i,3.0590532522894187,9.266365086687559
0.02540833333,3.0E9,3.059088395170158+0.18577369532557125i,3.059088395170158,8.233373378855006
0.02540833333,3.0E9,3.059149716697462+0.19637819020492328i,3.059149716697462,7.78892430341984
0.02540833333,3.0E9,3.0595478151714817+0.19708096062006542i,3.0595478151714817,7.7621597884072315
0.02540833333,3.0E9,3.0601909013255235+3.3206942929432994E-5i,3.0601909013255235,46077.576424734994
0.02540833333,3.0E9,3.0604237861531556+0.1913339309791833i,3.0604237861531556,7.997598153372291
0.02540833333,3.0E9,3.060423630247953+0.19312858467931462i,3.060423630247953,7.923279806895787
0.02540833333,3.0E9,3.0604485875700305+0.1677623997472282i,3.0604485875700305,9.121378187786073
0.02540833333,3.0E9,3.061461718364428+3.536005998957974E-5i,3.061461718364428,43289.826420919686
0.02540833333,3.0E9,3.0629612006031914+0.16537698338022241i,3.0629612006031914,9.260542603927718
0.02540833333,3.0E9,3.0653147824110216+0.1695707495977205i,3.0653147824110216,9.038453830283203
0.02540833333,3.0E9,3.0728139667881904+0.20386903073836823i,3.0728139667881904,7.536245097303751
0.02540833333,3.0E9,3.073946827032131+0.19971535054774475i,3.073946827032131,7.69582012249294
0.02540833333,3.0E9,3.0817174313562594+0.17585267533435195i,3.0817174313562594,8.762213669757747
0.02540833333,3.0E9,3.084520512566569+0.17759321701057315i,3.084520512566569,8.684229511938312
0.02540833333,3.0E9,3.087260331183463+0.03940861992911056i,3.087260331183463,39.169861019453634
0.02540833333,3.0E9,3.0872836226415936+0.2044034446320273i,3.0872836226415936,7.551936387861287
0.02540833333,3.0E9,3.0883702675219644+0.03949954316169014i,3.0883702675219644,39.093746665370496
0.02540833333,3.0E9,3.089120637514025+0.1901553851813047i,3.089120637514025,8.122622019273042
0.02540833333,3.0E9,3.0896079493362705+0.1567713555308024i,3.0896079493362705,9.85386628467732
0.02540833333,3.0E9,3.090529274534781+0.2009554296861431i,3.090529274534781,7.689588878891309
0.02540833333,3.0E9,3.0909836908090353+0.17817340886874078i,3.0909836908090353,8.674088098876032
0.02540833333,3.0E9,3.091002837127985+0.15671044660073627i,3.091002837127985,9.862146730406492
0.02540833333,3.0E9,3.091052896102206+0.19040992921645905i,3.091052896102206,8.116837469616094
0.02540833333,3.0E9,3.091139970578785+0.18923492531654448i,3.091139970578785,8.167466881200845
0.02540833333,3.0E9,3.091829334129917+0.1902574478555993i,3.091829334129917,8.12538318204641
0.02540833333,3.0E9,3.0931105253435582+0.1781839892405396i,3.0931105253435582,8.679541126357911
0.02540833333,3.0E9,3.0935848904853485+0.162736057469005i,3.0935848904853485,9.504915316860734
0.02540833333,3.0E9,3.0944547977728103+0.16246365406722713i,3.0944547977728103,9.523529479683901
0.02540833333,3.0E9,3.094951562938407+0.18057656290897084i,3.094951562938407,8.569638033532017
0.02540833333,3.0E9,3.0962649577700883+0.17527543769990825i,3.0962649577700883,8.83256946438568
0.02540833333,3.0E9,3.096756613195814+0.17614270812461294i,3.096756613195814,8.790476330717592
0.02540833333,3.0E9,3.0985149372945937+0.18066685485820694i,3.0985149372945937,8.57521690884143
0.02540833333,3.0E9,3.1036918631444417+0.18903625567857935i,3.1036918631444417,8.209250262610173
0.02540833333,3.0E9,3.1057813713484137+0.19176246297769245i,3.1057813713484137,8.097990928781789
0.02540833333,3.0E9,3.1069302213935237+0.0065429673838857585i,3.1069302213935237,237.42516499817629
0.02540833333,3.0E9,3.108730986383645+0.006494380149363892i,3.108730986383645,239.3400844180747
0.02540833333,3.0E9,3.1142112022860253+0.13465080993426598i,3.1142112022860253,11.564026996222026
0.02540833333,3.0E9,3.1144262174213377+0.13631965858729103i,3.1144262174213377,11.423246836504669
0.02540833333,3.0E9,3.1145874312299076+0.1352561016687861i,3.1145874312299076,11.513667009481319
0.02540833333,3.0E9,3.1150127364924063+0.1345791813062901i,3.1150127364924063,11.573159779456965
0.02540833333,3.0E9,3.128872635418686+0.023337275843695285i,3.128872635418686,67.0359440487989
0.02540833333,3.0E9,3.1294386208246237+0.02340743006740311i,3.1294386208246237,66.84712101698513
0.02540833333,3.0E9,3.1321238286659026+0.17630990297192936i,3.1321238286659026,8.882438750943486
0.02540833333,3.0E9,3.132178039082125+0.1496926422598913i,3.132178039082125,10.462030704368704
0.02540833333,3.0E9,3.1339862518226487+0.15318750089633265i,3.1339862518226487,10.229249232101276
0.02540833333,3.0E9,3.134057941486805+0.14835447001614724i,3.134057941486805,10.562735120639395
0.02540833333,3.0E9,3.136126766008166+0.1516310132114528i,3.136126766008166,10.341310460132478
0.02540833333,3.0E9,3.1363362178860177+0.12579090349845817i,3.1363362178860177,12.466466694566908
0.02540833333,3.0E9,3.1368003260124118+0.12363898548044303i,3.1368003260124118,12.685320547654385
0.02540833333,3.0E9,3.1380064436421597+0.12524591471278534i,3.1380064436421597,12.527380437271164
0.02540833333,3.0E9,3.1380375172887645+0.12690619334663825i,3.1380375172887645,12.363610610860276
0.02540833333,3.0E9,3.1389403502357993+0.026183762420040963i,3.1389403502357993,59.94059027653843
0.02540833333,3.0E9,3.1509048419987513+0.15223945080260923i,3.1509048419987513,10.348516187450501
0.02540833333,3.0E9,3.1515735074577518+0.15159083781892183i,3.1515735074577518,10.394999964385603
0.02540833333,3.0E9,3.1541906747378445+0.15178395019441313i,3.1541906747378445,10.390395923606501
0.02540833333,3.0E9,3.154278261607595+0.1516197875714086i,3.154278261607595,10.401934708297953
0.02540833333,3.0E9,3.1611176174612514+0.13826056618121232i,3.1611176174612514,11.431739738856946
0.02540833333,3.0E9,3.163703775359279+0.14377497358121608i,3.163703775359279,11.002275627517871
0.02540833333,3.0E9,3.1637175343460977+0.14019863471640895i,3.1637175343460977,11.28298267934493
0.02540833333,3.0E9,3.1659464034095643+0.14611460051403116i,3.1659464034095643,10.833778391316697
0.02540833333,3.0E9,3.175755596938414+0.038816889589276135i,3.175755596938414,40.9068788166862
0.02540833333,3.0E9,3.1774004792389294+0.03954121844034034i,3.1774004792389294,40.17833294683346
0.02540833333,3.0E9,3.184366409556825+1.8005160845097198E-5i,3.184366409556825,88429.26861228033
0.02540833333,3.0E9,3.1872937016602467+9.770850864308916E-6i,3.1872937016602467,163102.15691157625
0.02540833333,3.0E9,3.1879089591022227+0.05366180353617326i,3.1879089591022227,29.703706817767156
0.02540833333,3.0E9,3.2124108857340468+0.003081530420165459i,3.2124108857340468,521.2362767396531
0.02540833333,3.0E9,3.2133732024231785+0.003136139609823593i,3.2133732024231785,512.313481255372
0.02540833333,3.5E9,3.3044927456454243+0.002536484298310385i,3.3044927456454243,651.3923125498212
0.02540833333,3.5E9,3.3076692575112023+0.0024843492906909746i,3.3076692575112023,665.7013307076553
0.02540833333,3.5E9,3.3149967485820717+0.04819048277537594i,3.3149967485820717,34.394724410977965
0.02540833333,3.5E9,3.359885707128782+0.01748130759119843i,3.359885707128782,96.09938185689361
0.02540833333,3.5E9,3.360801771921414+0.12561408574715696i,3.360801771921414,13.377487691492748
0.02540833333,3.5E9,3.3609902512232455+0.01790196643701733i,3.3609902512232455,93.87209676232709
0.02540833333,3.5E9,3.362035414001258+0.12302796642157458i,3.362035414001258,13.663703919484115
0.02540833333,3.5E9,3.3621514443410794+0.12390645761251198i,3.3621514443410794,13.567297093003052
0.02540833333,3.5E9,3.3623830398300614+0.12566888893133737i,3.3623830398300614,13.37794528312887
0.02540833333,3.5E9,3.384330090175384+0.15671884636257602i,3.384330090175384,10.797457257774811
0.02540833333,3.5E9,3.3847858727038997+0.16218393432176686i,3.3847858727038997,10.435022084211532
0.02540833333,3.5E9,3.3855684862268185+0.1591805028344993i,3.3855684862268185,10.634369241020709
0.02540833333,3.5E9,3.3858279020073927+0.028556851440127567i,3.3858279020073927,59.28223405696766
0.02540833333,3.5E9,3.3860911964301796+0.15785809578588963i,3.3860911964301796,10.725110991529046
0.02540833333,3.5E9,3.3877718918906976+0.028104215685205634i,3.3877718918906976,60.271596436581184
0.02540833333,3.5E9,3.3889888934212253+0.16078393443805067i,3.3889888934212253,10.53895373709426
0.02540833333,3.5E9,3.389206226881726+0.16283862820164638i,3.389206226881726,10.406640808484346
0.02540833333,3.5E9,3.397422517352778+0.13651764340899708i,3.397422517352778,12.443162775577454
0.02540833333,3.5E9,3.400089664403072+4.0901884316086294E-5i,3.400089664403072,41563.97341168279
0.02540833333,3.5E9,3.400125315028945+0.1362849937229173i,3.400125315028945,12.474320254003098
0.02540833333,3.5E9,3.4006029230009553+0.143222260257309i,3.4006029230009553,11.87176810675774
0.02540833333,3.5E9,3.402000817077851+0.14438441024216359i,3.402000817077851,11.78105313230136
0.02540833333,3.5E9,3.408665207941736+2.7446471081298117E-5i,3.408665207941736,62096.60247113485
0.02540833333,3.5E9,3.413392974406927+0.16653498035150308i,3.413392974406927,10.248276269653157
0.02540833333,3.5E9,3.4150102856368525+0.15390865376574128i,3.4150102856368525,11.094276384337409
0.02540833333,3.5E9,3.4179562857851034+0.1776128205032041i,3.4179562857851034,9.621930095196715
0.02540833333,3.5E9,3.4194255206030175+0.16061583286043127i,3.4194255206030175,10.644733647069408
0.02540833333,3.5E9,3.4202721359267523+0.1567169673688911i,3.4202721359267523,10.912258555501147
0.02540833333,3.5E9,3.422317531716333+0.16387317923900657i,3.422317531716333,10.441969660956337
0.02540833333,3.5E9,3.423136544982003+0.16755650474018088i,3.423136544982003,10.214872142057514
0.02540833333,3.5E9,3.424376304940031+0.03180262522620032i,3.424376304940031,53.83795017838477
0.02540833333,3.5E9,3.4247344643247173+0.03234124524290503i,3.4247344643247173,52.946855301992905
0.02540833333,3.5E9,3.4290445125317923+0.1822139807251118i,3.4290445125317923,9.40938916675349
0.02540833333,3.5E9,3.4340010202651285+0.1875709470931127i,3.4340010202651285,9.153872370651424
0.02540833333,3.5E9,3.434762535292869+0.18324408467615175i,3.434762535292869,9.372096625555862
0.02540833333,3.5E9,3.4357898031012786+0.17180563618615333i,3.4357898031012786,9.999060215284677
0.02540833333,3.5E9,3.4392278416732456+0.173834932030562i,3.4392278416732456,9.89222304602332
0.02540833333,3.5E9,3.4403536869800266+0.1669790143806759i,3.4403536869800266,10.301754683785495
0.02540833333,3.5E9,3.441156809030084+0.16599610594969383i,3.441156809030084,10.365173295308953
0.02540833333,3.5E9,3.441438542080231+5.2797455055216236E-5i,3.441438542080231,32590.95100778183
0.02540833333,3.5E9,3.441976894652131+0.17640825045383296i,3.441976894652131,9.75571404907991
0.02540833333,3.5E9,3.442013983926555+0.13289321729145484i,3.442013983926555,12.950299699561414
0.02540833333,3.5E9,3.442188035288083+0.17528731398777217i,3.442188035288083,9.818702668717387
0.02540833333,3.5E9,3.442561659940308+0.13123120468996463i,3.442561659940308,13.116398908603344
0.02540833333,3.5E9,3.4433062622774697+0.1334696559110869i,3.4433062622774697,12.899210081770526
0.02540833333,3.5E9,3.4435029555878827+0.13224809725104225i,3.4435029555878827,13.01910207846391
0.02540833333,3.5E9,3.4439436818246496+0.16841841708382926i,3.4439436818246496,10.224367802098646
0.02540833333,3.5E9,3.4440750533535627+0.18280110570973188i,3.4440750533535627,9.420279598369541
0.02540833333,3.5E9,3.444604424249272+0.16946369550657694i,3.444604424249272,10.163251822026936
0.02540833333,3.5E9,3.4467775887952476+0.1780228411278424i,3.4467775887952476,9.680717280318078
0.02540833333,3.5E9,3.447710897034609+0.16699071497122092i,3.447710897034609,10.323061667317209
0.02540833333,3.5E9,3.447802777312356+0.1873595935864999i,3.447802777312356,9.201030786076563
0.02540833333,3.5E9,3.448213789187634+0.1681046228291787i,3.448213789187634,10.256153968744728
0.02540833333,3.5E9,3.448811401157534+0.17184678504495915i,3.448811401157534,10.034553163899005
0.02540833333,3.5E9,3.4501624142990326+0.17641174880139487i,3.4501624142990326,9.778720628701553
0.02540833333,3.5E9,3.451050171251218+0.1904477885506229i,3.451050171251218,9.060357690459332
0.02540833333,3.5E9,3.4514071985668515+9.138514613685975E-4i,3.4514071985668515,1888.3852269590798
0.02540833333,3.5E9,3.453073605766084+0.049340297796751i,3.453073605766084,34.99242769055059
0.02540833333,3.5E9,3.4531951281361515+0.18519481475796745i,3.4531951281361515,9.323142045443225
0.02540833333,3.5E9,3.453345546777451+9.458285383260707E-5i,3.453345546777451,18255.66372150913
0.02540833333,3.5E9,3.4550909074247027+0.0010747567417083354i,3.4550909074247027,1607.3827561820194
0.02540833333,3.5E9,3.4554890218158665+0.049365319866961146i,3.4554890218158665,34.99915559271531
0.02540833333,3.5E9,3.4559278279284915+0.1762258765682705i,3.4559278279284915,9.8053926450173
0.02540833333,3.5E9,3.4567476025162582+8.95067373662215E-4i,3.4567476025162582,1930.9985506302141
0.02540833333,3.5E9,3.4579981678225793+0.15346073991136427i,3.4579981678225793,11.266719324499045
0.02540833333,3.5E9,3.458507037305638+0.0010976983573615388i,3.458507037305638,1575.3449087865133
0.02540833333,3.5E9,3.4594361282897723+0.18928357334709037i,3.4594361282897723,9.138236528180352
0.02540833333,3.5E9,3.4600663174767843+0.1664508046544656i,3.4600663174767843,10.393660531288866
0.02540833333,3.5E9,3.4601203322440957+0.1838952772363715i,3.4601203322440957,9.407855340941131
0.02540833333,3.5E9,3.4648182860982937+0.19553380049680244i,3.4648182860982937,8.859896031517462
0.02540833333,3.5E9,3.464985007604795+0.18248023560175014i,3.464985007604795,9.494137806701634
0.02540833333,3.5E9,3.465142763203236+0.17325796132150123i,3.465142763203236,9.999952489263226
0.02540833333,3.5E9,3.4654808855491837+0.1504469041903981i,3.4654808855491837,11.517288787688988
0.02540833333,3.5E9,3.4659316469472135+0.14670722004335163i,3.4659316469472135,11.81240993429989
0.02540833333,3.5E9,3.4664836329442497+0.18932672272435574i,3.4664836329442497,9.154765854134514
0.02540833333,3.5E9,3.467512411631254+0.14621463778219135i,3.467512411631254,11.857610374129006
0.02540833333,3.5E9,3.4676739106488492+0.16770545014969807i,3.4676739106488492,10.338584427499276
0.02540833333,3.5E9,3.4681688629419+0.14449394321535114i,3.4681688629419,12.001087331989424
0.02540833333,3.5E9,3.468279481994051+0.1724174901415836i,3.468279481994051,10.057794830286685
0.02540833333,3.5E9,3.468554274827305+0.1456633978184871i,3.468554274827305,11.906059884548045
0.02540833333,3.5E9,3.4685634838767374+0.1773015227211078i,3.4685634838767374,9.781538902327215
0.02540833333,3.5E9,3.4701947342351716+0.177465238180392i,3.4701947342351716,9.777111196018417
0.02540833333,3.5E9,3.47022115331138+0.16743730766292023i,3.47022115331138,10.36274771061634
0.02540833333,3.5E9,3.4711683201774757+0.16257659401804003i,3.4711683201774757,10.67548604134339
0.02540833333,3.5E9,3.471897205234563+0.1262857946776148i,3.471897205234563,13.746190591339666
0.02540833333,3.5E9,3.4719868421879734+0.12403717409197752i,3.4719868421879734,13.995751143174964
0.02540833333,3.5E9,3.473272861647248+0.16844896481695665i,3.473272861647248,10.30957021736953
0.02540833333,3.5E9,3.473998781908522+0.18644252643382958i,3.473998781908522,9.316540728012182
0.02540833333,3.5E9,3.474763111297257+0.16717447311315145i,3.474763111297257,10.39262468303213
0.02540833333,3.5E9,3.475441280402138+0.1428628580371729i,3.475441280402138,12.163557862946533
0.02540833333,3.5E9,3.475738445216998+0.1244004776645533i,3.475738445216998,13.969956186942264
0.02540833333,3.5E9,3.4765481567193506+0.17809738682383083i,3.4765481567193506,9.760244714197462
0.02540833333,3.5E9,3.4771548385127247+0.12235792504864443i,3.4771548385127247,14.208948203111293
0.02540833333,3.5E9,3.4790937674322633+0.14882505595343903i,3.4790937674322633,11.688535055954295
0.02540833333,3.5E9,3.4797137754119523+0.14479222943554257i,3.4797137754119523,12.016231081520239
0.02540833333,3.5E9,3.481077268397539+0.18714298494327528i,3.481077268397539,9.300581770277642
0.02540833333,3.5E9,3.481224420064999+0.17387460939244204i,3.481224420064999,10.010732539469677
0.02540833333,3.5E9,3.4826994447272916+0.15092480833527644i,3.4826994447272916,11.537862738213803
0.02540833333,3.5E9,3.4867252299623526+0.18229458741031146i,3.4867252299623526,9.563435973319322
0.02540833333,3.5E9,3.48787279107972+0.19722886861189676i,3.48787279107972,8.84219641786591
0.02540833333,3.5E9,3.4884107913040108+0.042841413979156036i,3.4884107913040108,40.71306788568246
0.02540833333,3.5E9,3.4887017208431317+0.1846981070527327i,3.4887017208431317,9.444335344073345
0.02540833333,3.5E9,3.489315644639795+0.04385806380410351i,3.489315644639795,39.7796361944428
0.02540833333,3.5E9,3.490411681056899+0.19582209015575963i,3.490411681056899,8.9122010654686
0.02540833333,3.5E9,3.491409127829259+0.17515261955901779i,3.491409127829259,9.966762520079886
0.02540833333,3.5E9,3.4918313870747455+0.19291374745643478i,3.4918313870747455,9.050239895068382
0.02540833333,3.5E9,3.493457939917076+0.15605302242975425i,3.493457939917076,11.193176157448734
0.02540833333,3.5E9,3.493989300782901+0.1557437559908949i,3.493989300782901,11.217108764819974
0.02540833333,3.5E9,3.4950882910161383+0.19287831785674353i,3.4950882910161383,9.060345221415828
0.02540833333,3.5E9,3.497933761243588+0.16032332764634796i,3.497933761243588,10.908998124588479
0.02540833333,3.5E9,3.498662960437862+0.15988695103767026i,3.498662960437862,10.941052217618303
0.02540833333,3.5E9,3.498724017092518+0.18411648350843962i,3.498724017092518,9.501387247959636
0.02540833333,3.5E9,3.4990486132260217+0.19515475653259687i,3.4990486132260217,8.964804843589791
0.02540833333,3.5E9,3.5004408983075317+0.08372750492804669i,3.5004408983075317,20.90376932476205
0.02540833333,3.5E9,3.5015169037571825+0.07735504008053075i,3.5015169037571825,22.632765105621527
0.02540833333,3.5E9,3.501538223292201+0.19399791750526457i,3.501538223292201,9.024679925229556
0.02540833333,3.5E9,3.5021810237104765+9.368665979516603E-4i,3.5021810237104765,1869.0926922613903
0.02540833333,3.5E9,3.503277196830323+0.18179365378764822i,3.503277196830323,9.635312135049759
0.02540833333,3.5E9,3.503431397163081+9.387717448183308E-4i,3.503431397163081,1865.9655110524538
0.02540833333,3.5E9,3.5085832270089945+0.18930868934419823i,3.5085832270089945,9.266830907665684
0.02540833333,3.5E9,3.508634249105933+0.1823001423208652i,3.508634249105933,9.62323507935175
0.02540833333,3.5E9,3.511816663281915+0.18188514390488245i,3.511816663281915,9.653940360072601
0.02540833333,3.5E9,3.511966475768308+0.19665010744491443i,3.511966475768308,8.929480185389878
0.02540833333,3.5E9,3.512929515424618+0.1517780908014045i,3.512929515424618,11.572584346251737
0.02540833333,3.5E9,3.5134635423896587+0.13643796600024719i,3.5134635423896587,12.875681327524676
0.02540833333,3.5E9,3.5143544134183973+0.18858210002604534i,3.5143544134183973,9.3178366688382
0.02540833333,3.5E9,3.5143879067210917+0.17682047380863986i,3.5143879067210917,9.937729016958924
0.02540833333,3.5E9,3.514518467366819+0.18345063149732085i,3.514518467366819,9.578921693213537
0.02540833333,3.5E9,3.515358469525632+0.14434781133869273i,3.515358469525632,12.176694737952474
0.02540833333,3.5E9,3.515968972811441+0.19802951921925713i,3.515968972811441,8.877386024753665
0.02540833333,3.5E9,3.517423677491495+0.18086811304393124i,3.517423677491495,9.723725255642888
0.02540833333,3.5E9,3.518824102405991+0.13401604424501268i,3.518824102405991,13.128368779385692
0.02540833333,3.5E9,3.5192552893968885+0.16225371580304565i,3.5192552893968885,10.84491431206665
0.02540833333,3.5E9,3.5212003445075535+0.14240823332216657i,3.5212003445075535,12.36305044435749
0.02540833333,3.5E9,3.5223161833844103+0.1873499271368702i,3.5223161833844103,9.400367102387902
0.02540833333,3.5E9,3.523008179241949+0.1947428091491706i,3.523008179241949,9.045284379520703
0.02540833333,3.5E9,3.5255739048579304+0.18098649670020697i,3.5255739048579304,9.739881066093641
0.02540833333,3.5E9,3.5282945731978286+0.16822414703314292i,3.5282945731978286,10.486885014500018
0.02540833333,3.5E9,3.532090405872099+0.17598686385101i,3.532090405872099,10.03509673557896
0.02540833333,3.5E9,3.5370755904776496+0.19267263484367714i,3.5370755904776496,9.17897757859443
0.02540833333,3.5E9,3.5373212271923133+0.18663339893733538i,3.5373212271923133,9.476656502355228
0.02540833333,3.5E9,3.5387146731975028+0.17143856357215911i,3.5387146731975028,10.320649565253866
0.02540833333,3.5E9,3.5388848428668576+0.16426683514212653i,3.5388848428668576,10.771756939874544
0.02540833333,3.5E9,3.539252550163889+0.1572690347076074i,3.539252550163889,11.252223162506283
0.02540833333,3.5E9,3.542281211275546+0.15655296914527803i,3.542281211275546,11.313363236146547
0.02540833333,3.5E9,3.543026840756884+0.17404442067976514i,3.543026840756884,10.1785131258988
0.02540833333,3.5E9,3.5434489743158695+0.18672353142888598i,3.5434489743158695,9.48849067709872
0.02540833333,3.5E9,3.5437936222472968+0.16510510300544953i,3.5437936222472968,10.73193244102918
0.02540833333,3.5E9,3.5442590516874692+0.0683569357125558i,3.5442590516874692,25.924648426249302
0.02540833333,3.5E9,3.545642631294698+0.16571522931441307i,3.545642631294698,10.697998747500497
0.02540833333,3.5E9,3.5459048359359713+0.16610552207320364i,3.5459048359359713,10.673651278051043
0.02540833333,3.5E9,3.546596964156273+0.16373087004102072i,3.546596964156273,10.830568979654593
0.02540833333,3.5E9,3.547238398513735+0.18975388331203796i,3.547238398513735,9.346945465881538
0.02540833333,3.5E9,3.547779106379312+0.16566193268590204i,3.547779106379312,10.707888797560885
0.02540833333,3.5E9,3.5478504246194276+0.18478423750040585i,3.5478504246194276,9.599981233820431
0.02540833333,3.5E9,3.5509879077123885+0.13184345874543388i,3.5509879077123885,13.466682160427505
0.02540833333,3.5E9,3.5511220503888934+0.1332853152468845i,3.5511220503888934,13.321505237884411
0.02540833333,3.5E9,3.5514283900809094+0.17365598716250993i,3.5514283900809094,10.225470621860646
0.02540833333,3.5E9,3.551750049404181+0.15866987833372806i,3.551750049404181,11.192263102180732
0.02540833333,3.5E9,3.5529411481964526+0.1778033421747475i,3.5529411481964526,9.99121024593726
0.02540833333,3.5E9,3.554006483194408+0.16219334004826347i,3.554006483194408,10.956080200755625
0.02540833333,3.5E9,3.554059341915315+0.13231089870728016i,3.554059341915315,13.430712725253978
0.02540833333,3.5E9,3.55412569127333+0.18081594101309184i,3.55412569127333,9.828020890635955
0.02540833333,3.5E9,3.554164230758163+0.13071287347747612i,3.554164230758163,13.595310607912698
0.02540833333,3.5E9,3.5546486985060124+0.07378272256561226i,3.5546486985060124,24.088625188268114
0.02540833333,3.5E9,3.554889678589359+0.19114038261366362i,3.554889678589359,9.29915915721108
0.02540833333,3.5E9,3.5561050950213793+0.1901252347567133i,3.5561050950213793,9.35200711144898
0.02540833333,3.5E9,3.557201612826344+0.1717013750661488i,3.557201612826344,10.358687026984828
0.02540833333,3.5E9,3.5581241076770125+0.18213548113957836i,3.5581241076770125,9.767795065010608
0.02540833333,3.5E9,3.5602369185706846+0.1736435824877383i,3.5602369185706846,10.251564922711978
0.02540833333,3.5E9,3.560317886701508+0.1673088906792201i,3.560317886701508,10.639954255412746
0.02540833333,3.5E9,3.5605048560298598+0.17727998545382914i,3.5605048560298598,10.042038436869001
0.02540833333,3.5E9,3.5616519851525936+0.18091784901259125i,3.5616519851525936,9.843285238552431
0.02540833333,3.5E9,3.5622939521226975+0.18877486078385i,3.5622939521226975,9.435297521425738
0.02540833333,3.5E9,3.563568662326351+0.17913236620270187i,3.563568662326351,9.94674702809961
0.02540833333,3.5E9,3.564814645042715+0.1112623429748705i,3.564814645042715,16.01986148111161
0.02540833333,3.5E9,3.5650582336405736+0.17022173112942182i,3.5650582336405736,10.47180700720877
0.02540833333,3.5E9,3.569114414347683+0.1842789392203652i,3.569114414347683,9.683999781656139
0.02540833333,3.5E9,3.5692137838232325+0.182058791144476i,3.5692137838232325,9.802365931867632
0.02540833333,3.5E9,3.5698915162902907+0.1674186919306288i,3.5698915162902907,10.661567938212961
0.02540833333,3.5E9,3.5714242606809634+0.17314206330708465i,3.5714242606809634,10.313566190864572
0.02540833333,3.5E9,3.5715457108459807+0.14358039881593132i,3.5715457108459807,12.437441810649473
0.02540833333,3.5E9,3.571982244470869+0.1785440328056091i,3.571982244470869,10.003084920681406
0.02540833333,3.5E9,3.5724248246052333+0.17648453234146713i,3.5724248246052333,10.121070603777353
0.02540833333,3.5E9,3.5726368460419193+0.17263689900362697i,3.5726368460419193,10.347257355355012
0.02540833333,3.5E9,3.573047480256772+0.14247871052785044i,3.573047480256772,12.53888200917689
0.02540833333,3.5E9,3.5734024755622564+0.14510731259073914i,3.5734024755622564,12.312964838790329
0.02540833333,3.5E9,3.573557118117482+0.14642571246251346i,3.573557118117482,12.202628411428597
0.02540833333,3.5E9,3.5743732052209523+0.11270508832651763i,3.5743732052209523,15.857195350691018
0.02540833333,3.5E9,3.5747097105567414+0.17751015320621003i,3.5747097105567414,10.069028858321337
0.02540833333,3.5E9,3.5793127613826345+0.14611859922496412i,3.5793127613826345,12.247971101447277
0.02540833333,3.5E9,3.5807329496108387+0.16595447195298718i,3.5807329496108387,10.788299066219848
0.02540833333,3.5E9,3.5816392622866435+0.1772465283087994i,3.5816392622866435,10.103552651950118
0.02540833333,3.5E9,3.581996850988747+0.1594250988387752i,3.581996850988747,11.23410578722984
0.02540833333,3.5E9,3.58220841264195+0.1247042759614253i,3.58220841264195,14.362813083290073
0.02540833333,3.5E9,3.583415404677095+0.12203492590713687i,3.583415404677095,14.68192559646373
0.02540833333,3.5E9,3.5873103947376186+0.16174033067129026i,3.5873103947376186,11.089721344851883
0.02540833333,3.5E9,3.5876722500496356+0.15458725716300473i,3.5876722500496356,11.604036179601176
0.02540833333,3.5E9,3.588328441924782+0.1373327998399568i,3.588328441924782,13.06435333040069
0.02540833333,3.5E9,3.589352686813401+0.17529875036541454i,3.589352686813401,10.237815955137464
0.02540833333,3.5E9,3.589842212047561+0.1251355706792932i,3.589842212047561,14.343812045449
0.02540833333,3.5E9,3.5899907823489516+0.12350290171973397i,3.5899907823489516,14.53403414964186
0.02540833333,3.5E9,3.590598992517302+0.15659089355243286i,3.590598992517302,11.464903581110951
0.02540833333,3.5E9,3.590688473419244+0.14224423500033273i,3.590688473419244,12.621560632706291
0.02540833333,3.5E9,3.5918806497573144+0.011738285077740012i,3.5918806497573144,152.99852687036906
0.02540833333,3.5E9,3.5932805725463655+0.14939812210481554i,3.5932805725463655,12.025855887349682
0.02540833333,3.5E9,3.593482325755277+0.16647704025443705i,3.593482325755277,10.792726493284414
