% Model,EigenRadiusSweep_Al&ZotefoamContactModel_2.5to5.5GHz.mph
% Version,COMSOL 6.1.0.282
% Date,"Jul 3 2025, 11:13"
% Table,Table 1 - 
% r_zotefoam (m),search_freq (Hz),Eigenfrequency (GHz),Frequency (GHz),Quality factor (1)
0.02540833333,3.0E9,3.0456629637417727+0.1397719549614986i,3.0456629637417727,10.895114705166453
0.02540833333,3.0E9,3.046543904647229+0.17564173075569992i,3.046543904647229,8.672608415834466
0.02540833333,3.0E9,3.047054224531695+0.1449874314300363i,3.047054224531695,10.507994363642656
0.02540833333,3.0E9,3.0474889535907765+0.17531776670378013i,3.0474889535907765,8.69132949525836
0.02540833333,3.0E9,3.047846308158175+0.21151566917238815i,3.047846308158175,7.20477664866081
0.02540833333,3.0E9,3.0478948596641326+0.2143241064946955i,3.0478948596641326,7.110480732925786
0.02540833333,3.0E9,3.0487312433169538+0.15363461753104435i,3.0487312433169538,9.92201917872093
0.02540833333,3.0E9,3.0488222788661172+0.15447562462536624i,3.0488222788661172,9.868295681794814
0.02540833333,3.0E9,3.0489382289242686+0.2081022408522748i,3.0489382289242686,7.32557760175349
0.02540833333,3.0E9,3.0493911895836594+0.179061053740465i,3.0493911895836594,8.514948186341833
0.02540833333,3.0E9,3.0498674735509814+0.1546119204114847i,3.0498674735509814,9.862976494419232
0.02540833333,3.0E9,3.0499962853856064+0.19613101385127027i,3.0499962853856064,7.7754053922814945
0.02540833333,3.0E9,3.050077657520459+0.18115390946877472i,3.050077657520459,8.418470422373625
0.02540833333,3.0E9,3.0502773515926442+0.15542949411582885i,3.0502773515926442,9.812414847466219
0.02540833333,3.0E9,3.05046555101594+0.19671558305920173i,3.05046555101594,7.753492386258743
0.02540833333,3.0E9,3.0514991537464606+0.15993155032030637i,3.0514991537464606,9.540016174529054
0.02540833333,3.0E9,3.0522692827897124+0.20723311031538172i,3.0522692827897124,7.3643378660498735
0.02540833333,3.0E9,3.052334259485053+0.20876083779961976i,3.052334259485053,7.310600713374346
0.02540833333,3.0E9,3.0531738779371285+0.16418506487943585i,3.0531738779371285,9.297964708845871
0.02540833333,3.0E9,3.0553049454269554+0.18842553191295938i,3.0553049454269554,8.107460051746894
0.02540833333,3.0E9,3.055645124625994+0.18187765702022268i,3.055645124625994,8.400276248022706
0.02540833333,3.0E9,3.05620080899095+0.18257848064473714i,3.05620080899095,8.369553734368436
0.02540833333,3.0E9,3.056209383671551+0.19410009621172583i,3.056209383671551,7.872766277090905
0.02540833333,3.0E9,3.0562536885727316+0.19987553046313442i,3.0562536885727316,7.645392313633997
0.02540833333,3.0E9,3.0563469345506475+0.1808994619053896i,3.0563469345506475,8.447639651214432
0.02540833333,3.0E9,3.056430430660994+0.18335059513285215i,3.056430430660994,8.334934578331655
0.02540833333,3.0E9,3.05675511356716+0.16520299155356602i,3.05675511356716,9.25151259314825
0.02540833333,3.0E9,3.0568115851994584+0.19150131304802065i,3.0568115851994584,7.981176568833592
0.02540833333,3.0E9,3.056913533783254+0.16697138789240784i,3.056913533783254,9.154004085277927
0.02540833333,3.0E9,3.0572746690153814+0.1818145852950938i,3.0572746690153814,8.407671650910949
0.02540833333,3.0E9,3.058029173217296+0.21399814707234044i,3.058029173217296,7.144989839990419
0.02540833333,3.0E9,3.058339885331866+0.16444273717799038i,3.058339885331866,9.299102951629793
0.02540833333,3.0E9,3.0584989114424417+0.19747718373774056i,3.0584989114424417,7.743929839267607
0.02540833333,3.0E9,3.0594929651308993+0.19446079120816942i,3.0594929651308993,7.866606286343158
0.02540833333,3.0E9,3.059623176335632+0.1667532149328134i,3.059623176335632,9.174105511454115
0.02540833333,3.0E9,3.05970950586748+4.560246921127236E-5i,3.05970950586748,33547.62975324983
0.02540833333,3.0E9,3.0597909228280593+0.1911614661826886i,3.0597909228280593,8.003158230393273
0.02540833333,3.0E9,3.0605610997295014+0.20024580737768533i,3.0605610997295014,7.642010436595437
0.02540833333,3.0E9,3.0614748021821834+0.17688988867088437i,3.0614748021821834,8.653617301660086
0.02540833333,3.0E9,3.062964230854598+4.1591569929812005E-5i,3.062964230854598,36821.935743511414
0.02540833333,3.0E9,3.0631006419228295+0.1693420467094024i,3.0631006419228295,9.044123126665731
0.02540833333,3.0E9,3.0649991436062467+0.17433736159782603i,3.0649991436062467,8.790425401403077
0.02540833333,3.0E9,3.072187846221691+0.2032745858699661i,3.072187846221691,7.556743586694493
0.02540833333,3.0E9,3.0724227991646296+0.19882529629592063i,3.0724227991646296,7.7264383768145
0.02540833333,3.0E9,3.0807796646157333+0.1772465199212642i,3.0807796646157333,8.69066333709758
0.02540833333,3.0E9,3.085298425683053+0.1753030887189378i,3.085298425683053,8.799897503887369
0.02540833333,3.0E9,3.088068251485064+0.18764763546144672i,3.088068251485064,8.228369741753356
0.02540833333,3.0E9,3.088733859858048+0.15581921285108227i,3.088733859858048,9.911274108443793
0.02540833333,3.0E9,3.0895560247323917+0.18700593198100826i,3.0895560247323917,8.260582945160685
0.02540833333,3.0E9,3.089948832187752+0.1921261550211316i,3.089948832187752,8.04145805095588
0.02540833333,3.0E9,3.090044829791704+0.04045180150097648i,3.090044829791704,38.19415594775319
0.02540833333,3.0E9,3.0903861927695124+0.18115808607424363i,3.0903861927695124,8.529528710915464
0.02540833333,3.0E9,3.090610897597584+0.03998317668990876i,3.090610897597584,38.6488912770357
0.02540833333,3.0E9,3.091262672671798+0.16168256746570003i,3.091262672671798,9.559665958816465
0.02540833333,3.0E9,3.091371458233004+0.19194147963682098i,3.091371458233004,8.052900978158274
0.02540833333,3.0E9,3.0917627997405677+0.15778426572749027i,3.0917627997405677,9.797436979807486
0.02540833333,3.0E9,3.093198715400575+0.20190128030738072i,3.093198715400575,7.660176078852482
0.02540833333,3.0E9,3.094375274680819+0.17810785448752875i,3.094375274680819,8.686801835843486
0.02540833333,3.0E9,3.0947747207092533+0.16389823194123404i,3.0947747207092533,9.44114736338001
0.02540833333,3.0E9,3.0956202292297412+0.18119166546970164i,3.0956202292297412,8.54239134345664
0.02540833333,3.0E9,3.0957612604100873+0.17602614319859797i,3.0957612604100873,8.793470118007859
0.02540833333,3.0E9,3.0971981169617098+0.17955495609083041i,3.0971981169617098,8.624652263552525
0.02540833333,3.0E9,3.0975379624972814+0.1753442106353095i,3.0975379624972814,8.832735199166942
0.02540833333,3.0E9,3.10216759301801+0.19202495318832008i,3.10216759301801,8.077511650206457
0.02540833333,3.0E9,3.107037961047438+0.1942655346248307i,3.107037961047438,7.996884179810405
0.02540833333,3.0E9,3.109543430513939+0.0064392297299678105i,3.109543430513939,241.45305889944413
0.02540833333,3.0E9,3.1109920550517653+0.006493542206338656i,3.1109920550517653,239.545070794718
0.02540833333,3.0E9,3.114261227973939+0.13649077447950153i,3.114261227973939,11.408321331056866
0.02540833333,3.0E9,3.114306478626959+0.13502307587163315i,3.114306478626959,11.532497162143377
0.02540833333,3.0E9,3.1160871193632294+0.1343808937800796i,3.1160871193632294,11.594234238621922
0.02540833333,3.0E9,3.116428307710135+0.1356818944192662i,3.116428307710135,11.484318969191872
0.02540833333,3.0E9,3.130891058149611+0.023462613040814297i,3.130891058149611,66.7208518655463
0.02540833333,3.0E9,3.1316829607850005+0.023347779761025065i,3.1316829607850005,67.0659692878546
0.02540833333,3.0E9,3.132536756363165+0.14920694235350088i,3.132536756363165,10.497288889351955
0.02540833333,3.0E9,3.1338514513095257+0.15279592095942057i,3.1338514513095257,10.255023274285614
0.02540833333,3.0E9,3.134348174049002+0.1485226458123365i,3.134348174049002,10.55175174434126
0.02540833333,3.0E9,3.135419247083362+0.1512034836225462i,3.135419247083362,10.368211009312466
0.02540833333,3.0E9,3.13721988633562+0.12442949830046965i,3.13721988633562,12.606415396612507
0.02540833333,3.0E9,3.137275845538773+0.12630250727802786i,3.137275845538773,12.419689494495678
0.02540833333,3.0E9,3.139620428388217+0.1244948334953356i,3.139620428388217,12.609440650024437
0.02540833333,3.0E9,3.1399499030658955+0.1269528081894132i,3.1399499030658955,12.36660278668708
0.02540833333,3.0E9,3.1432415612167803+0.02658212282371866i,3.1432415612167803,59.12322319141746
0.02540833333,3.0E9,3.1521524870127844+0.15155505069057482i,3.1521524870127844,10.399364695038884
0.02540833333,3.0E9,3.1525392197412+0.15236053354259715i,3.1525392197412,10.345655618421056
0.02540833333,3.0E9,3.1537561434461563+0.15128635228018952i,3.1537561434461563,10.423134988426616
0.02540833333,3.0E9,3.154095135610563+0.15262381530749614i,3.154095135610563,10.332906202272252
0.02540833333,3.0E9,3.161298694062609+0.13913232696349204i,3.161298694062609,11.36076267484596
0.02540833333,3.0E9,3.163543007821219+0.14509784943426152i,3.163543007821219,10.90141246116299
0.02540833333,3.0E9,3.1646912588765277+0.13897686737750123i,3.1646912588765277,11.385676330868481
0.02540833333,3.0E9,3.1660625096764865+0.1441508529512074i,3.1660625096764865,10.981768213151488
0.02540833333,3.0E9,3.1802846723253726+0.040399593581850184i,3.1802846723253726,39.36035477537748
0.02540833333,3.0E9,3.1809018762065646+0.03988562658839956i,3.1809018762065646,39.87529027727128
0.02540833333,3.0E9,3.187906766219891+2.9185419116663578E-5i,3.187906766219891,54614.716229991325
0.02540833333,3.0E9,3.1928954725286554+0.05553358316187544i,3.1928954725286554,28.747428949629
0.02540833333,3.0E9,3.192901720601182+3.27484894948819E-5i,3.192901720601182,48748.839562511486
0.02540833333,3.0E9,3.2185853412352836+0.0032065030531994608i,3.2185853412352836,501.88402877455036
0.02540833333,3.0E9,3.2211301967925468+0.003269163540136397i,3.2211301967925468,492.6535728858267
0.02540833333,3.5E9,3.308619476114512+0.0024712392481438506i,3.308619476114512,669.4251636298709
0.02540833333,3.5E9,3.3115509603098423+0.0025200673741889393i,3.3115509603098423,657.0361955849761
0.02540833333,3.5E9,3.318690514634534+0.04828595863394539i,3.318690514634534,34.36496456240458
0.02540833333,3.5E9,3.361963998815914+0.12226517184616079i,3.361963998815914,13.748657725055502
0.02540833333,3.5E9,3.3620872768697505+0.12452197021102487i,3.3620872768697505,13.499976233800705
0.02540833333,3.5E9,3.362344182857521+0.018367919512140146i,3.362344182857521,91.52762730246077
0.02540833333,3.5E9,3.3638017277486556+0.1458109200933732i,3.3638017277486556,11.534807288763323
0.02540833333,3.5E9,3.364215908242556+0.01810190936445687i,3.364215908242556,92.9243385465237
0.02540833333,3.5E9,3.36432257644501+0.12754028059246983i,3.36432257644501,13.189255036983369
0.02540833333,3.5E9,3.3646016493905546+0.12489070172629792i,3.3646016493905546,13.470184741071394
0.02540833333,3.5E9,3.3657874960264142+0.14640385428632938i,3.3657874960264142,11.494873247816873
0.02540833333,3.5E9,3.386095297126451+0.15775020837922044i,3.386095297126451,10.732459031009693
0.02540833333,3.5E9,3.3873941131981153+0.15917528356051852i,3.3873941131981153,10.640452579782046
0.02540833333,3.5E9,3.3879167970563664+0.16008825735406915i,3.3879167970563664,10.581403199246743
0.02540833333,3.5E9,3.389469959148406+0.16191856174960803i,3.389469959148406,10.466588643462341
0.02540833333,3.5E9,3.3915866527790652+0.029048039558153063i,3.3915866527790652,58.37892512486494
0.02540833333,3.5E9,3.3941102699386074+0.028772511531879756i,3.3941102699386074,58.981821350179246
0.02540833333,3.5E9,3.3981145303367106+0.1365986064135421i,3.3981145303367106,12.438320637214893
0.02540833333,3.5E9,3.3999230342256257+0.14354942241351815i,3.3999230342256257,11.842343135424045
0.02540833333,3.5E9,3.4006568927004546+0.13634349406960242i,3.4006568927004546,12.470917354385984
0.02540833333,3.5E9,3.401529591744287+0.14328811946479014i,3.401529591744287,11.869545097143023
0.02540833333,3.5E9,3.4075254196591342+9.888341179455812E-5i,3.4075254196591342,17230.015418251685
0.02540833333,3.5E9,3.4110230007333624+8.399436444429199E-5i,3.4110230007333624,20305.07060384791
0.02540833333,3.5E9,3.411333486894975+0.16653154718809915i,3.411333486894975,10.242304069396045
0.02540833333,3.5E9,3.415768518096479+0.17887325999762102i,3.415768518096479,9.548013264089636
0.02540833333,3.5E9,3.4201122828397246+0.1598936786041173i,3.4201122828397246,10.694957776622372
0.02540833333,3.5E9,3.420252675447002+0.15646795778897882i,3.420252675447002,10.929562588334349
0.02540833333,3.5E9,3.422567723955449+0.16595867453194268i,3.422567723955449,10.311505962578336
0.02540833333,3.5E9,3.422770129931972+0.18414347458633346i,3.422770129931972,9.293758949702145
0.02540833333,3.5E9,3.4231738950562765+0.16423389002180808i,3.4231738950562765,10.421642861292893
0.02540833333,3.5E9,3.426334229769774+0.03147921462218903i,3.426334229769774,54.42216826074537
0.02540833333,3.5E9,3.43000141823535+0.03259516861373642i,3.43000141823535,52.615181392095366
0.02540833333,3.5E9,3.4326839323161376+0.18831713286670038i,3.4326839323161376,9.114104171142918
0.02540833333,3.5E9,3.435592968045904+0.18900367681252594i,3.435592968045904,9.088693474079058
0.02540833333,3.5E9,3.4361446096364037+0.17406008855296998i,3.4361446096364037,9.870570095081607
0.02540833333,3.5E9,3.4376363886529444+0.1761528591827817i,3.4376363886529444,9.75753786966905
0.02540833333,3.5E9,3.438458009235725+0.18094543774166055i,3.438458009235725,9.501366964954597
0.02540833333,3.5E9,3.439407774510153+0.16751048599238585i,3.439407774510153,10.266246181944963
0.02540833333,3.5E9,3.44022310961507+0.17398198013945973i,3.44022310961507,9.886722483723517
0.02540833333,3.5E9,3.440505205963192+0.1665405481049273i,3.440505205963192,10.329331940818204
0.02540833333,3.5E9,3.441402647136226+0.1784079838809151i,3.441402647136226,9.644755162508073
0.02540833333,3.5E9,3.4422777156303233+4.3640393005243413E-4i,3.4422777156303233,3943.9123694609393
0.02540833333,3.5E9,3.4430329762626597+0.18508261253304323i,3.4430329762626597,9.301340977256757
0.02540833333,3.5E9,3.4436732768789833+0.13285926261569567i,3.4436732768789833,12.95985394273954
0.02540833333,3.5E9,3.444033340723439+0.13273915346060658i,3.444033340723439,12.972936962964496
0.02540833333,3.5E9,3.444261911813341+0.1308684573605538i,3.444261911813341,13.159251592322603
0.02540833333,3.5E9,3.444391056662188+0.13392618751192614i,3.444391056662188,12.859288839068402
0.02540833333,3.5E9,3.445387682364772+0.17670367970384135i,3.445387682364772,9.749054711648638
0.02540833333,3.5E9,3.4459477426210166+0.16752938327921105i,3.4459477426210166,10.284607019885774
0.02540833333,3.5E9,3.4460567804478486+5.301418504435191E-4i,3.4460567804478486,3250.127091046351
0.02540833333,3.5E9,3.4463099285447387+0.16993678112868346i,3.4463099285447387,10.139976483181249
0.02540833333,3.5E9,3.4467885330725485+0.16870876213674346i,3.4467885330725485,10.215203079608942
0.02540833333,3.5E9,3.4470248321137302+0.18347634358073062i,3.4470248321137302,9.393649243388753
0.02540833333,3.5E9,3.4470633452843655+0.1694051841012742i,3.4470633452843655,10.17401965462767
0.02540833333,3.5E9,3.4498440159220247+0.19107555044346752i,3.4498440159220247,9.027434456986455
0.02540833333,3.5E9,3.450058408982647+0.049228930147614626i,3.450058408982647,35.04096471970374
0.02540833333,3.5E9,3.4500582280661205+0.1846774024025465i,3.4500582280661205,9.340769859178366
0.02540833333,3.5E9,3.4526627499164744+2.0331952329206534E-4i,3.4526627499164744,8490.73097854154
0.02540833333,3.5E9,3.452734388026883+0.05150920303534497i,3.452734388026883,33.51570384090062
0.02540833333,3.5E9,3.454057309455404+0.16632169047113962i,3.454057309455404,10.383664631086576
0.02540833333,3.5E9,3.455924522017925+0.18456753308322452i,3.455924522017925,9.362222229138188
0.02540833333,3.5E9,3.456268913232129+0.19070721848673391i,3.456268913232129,9.061714969830982
0.02540833333,3.5E9,3.4576852342188333+0.17867253951120152i,3.4576852342188333,9.676039876295766
0.02540833333,3.5E9,3.458839264110045+0.14862021284064011i,3.458839264110045,11.63650353474742
0.02540833333,3.5E9,3.4597476826158524+0.16079504974550649i,3.4597476826158524,10.758253093275147
0.02540833333,3.5E9,3.459758935761133+0.1919298760083916i,3.459758935761133,9.013080734783221
0.02540833333,3.5E9,3.461009127058095+0.17565998998691584i,3.461009127058095,9.85144405198899
0.02540833333,3.5E9,3.462067919284635+0.0011381108315201018i,3.462067919284635,1520.9713427736083
0.02540833333,3.5E9,3.4621838742950484+0.18112278204539412i,3.4621838742950484,9.557560443797001
0.02540833333,3.5E9,3.464613717365253+0.17460920383737386i,3.464613717365253,9.921051242499498
0.02540833333,3.5E9,3.4649827780165903+0.0010180591814600974i,3.4649827780165903,1701.759014170042
0.02540833333,3.5E9,3.4654625600706486+0.19533555456352297i,3.4654625600706486,8.870537081214476
0.02540833333,3.5E9,3.4655642912425075+0.15067123474236635i,3.4655642912425075,11.500417771077197
0.02540833333,3.5E9,3.466333129589886+0.14581833908685274i,3.466333129589886,11.885792799783772
0.02540833333,3.5E9,3.466937607031301+0.16680194980872887i,3.466937607031301,10.392377340333324
0.02540833333,3.5E9,3.467584908753623+0.1464702594187372i,3.467584908753623,11.837163812348763
0.02540833333,3.5E9,3.4684634448966247+0.16968519101261334i,3.4684634448966247,10.22028918433666
0.02540833333,3.5E9,3.4687630621368233+0.1481922966602671i,3.4687630621368233,11.703587636842592
0.02540833333,3.5E9,3.469013886711504+0.14551364177520962i,3.469013886711504,11.919892335834943
0.02540833333,3.5E9,3.469137886101205+0.17424363849224986i,3.469137886101205,9.954848039561305
0.02540833333,3.5E9,3.4702150342613667+0.16264892792726524i,3.4702150342613667,10.667807893001324
0.02540833333,3.5E9,3.4702501274786304+0.17668679164762646i,3.4702501274786304,9.820343940591464
0.02540833333,3.5E9,3.4715262161607234+0.0012905073420204055i,3.4715262161607234,1345.0238147137295
0.02540833333,3.5E9,3.473038846095669+0.1228200800485979i,3.473038846095669,14.138725706421312
0.02540833333,3.5E9,3.4734770495228307+0.1762597747670663i,3.4734770495228307,9.853289141306226
0.02540833333,3.5E9,3.473551559082567+0.12587226815080782i,3.473551559082567,13.797922330758741
0.02540833333,3.5E9,3.473769759814008+0.19221197778537008i,3.473769759814008,9.036298881677727
0.02540833333,3.5E9,3.4764505756013273+0.16654252685177115i,3.4764505756013273,10.437125703921538
0.02540833333,3.5E9,3.476976438796373+0.14419019629451585i,3.476976438796373,12.056909998563532
0.02540833333,3.5E9,3.477610767054678+0.126325059224178i,3.477610767054678,13.764532502150926
0.02540833333,3.5E9,3.4784376138426945+0.1242341069083774i,3.4784376138426945,13.999527587090238
0.02540833333,3.5E9,3.478533580722784+0.1497833236821275i,3.478533580722784,11.611885406231814
0.02540833333,3.5E9,3.479813156965267+0.19093173803268393i,3.479813156965267,9.112715342196248
0.02540833333,3.5E9,3.480506351109205+0.14470016562603727i,3.480506351109205,12.026614952550284
0.02540833333,3.5E9,3.4818315076059+0.17183529894972313i,3.4818315076059,10.131304594827865
0.02540833333,3.5E9,3.4828462935948954+0.15020687152709533i,3.4828462935948954,11.593498546991027
0.02540833333,3.5E9,3.4836687176337033+0.18143996910175655i,3.4836687176337033,9.600058727082251
0.02540833333,3.5E9,3.4860523790129427+0.18672844309296838i,3.4860523790129427,9.334551076606221
0.02540833333,3.5E9,3.487337110413066+0.18326323703238442i,3.487337110413066,9.514557220761137
0.02540833333,3.5E9,3.4877186641006395+0.19694944072494322i,3.4877186641006395,8.854350261830746
0.02540833333,3.5E9,3.4888689453938246+0.18039670861197668i,3.4888689453938246,9.66999057864794
0.02540833333,3.5E9,3.490803225416578+0.19854676336998717i,3.490803225416578,8.790884238469175
0.02540833333,3.5E9,3.4908646115847772+0.19978305004299585i,3.4908646115847772,8.73663859580054
0.02540833333,3.5E9,3.4910147852759708+0.04490540301603857i,3.4910147852759708,38.87076555163204
0.02540833333,3.5E9,3.4912397072820913+0.1923970403549751i,3.4912397072820913,9.073007830163883
0.02540833333,3.5E9,3.4923691348657826+0.19478779824342182i,3.4923691348657826,8.964548001362614
0.02540833333,3.5E9,3.493326090252694+0.04415219233016429i,3.493326090252694,39.56005246727116
0.02540833333,3.5E9,3.493590599805679+0.19841084209376045i,3.493590599805679,8.803930679742688
0.02540833333,3.5E9,3.494758182908466+0.1929206793251814i,3.494758182908466,9.05750019938973
0.02540833333,3.5E9,3.4948350469923657+0.15458928469836966i,3.4948350469923657,11.303613487219994
0.02540833333,3.5E9,3.4948931582400014+0.15777442582048776i,3.4948931582400014,11.0756009412337
0.02540833333,3.5E9,3.4979074517055926+0.16125891978545157i,3.4979074517055926,10.845624714463597
0.02540833333,3.5E9,3.4981749120956676+0.15711260469439672i,3.4981749120956676,11.13269975664921
0.02540833333,3.5E9,3.4988210578612464+0.1889251351064773i,3.4988210578612464,9.259808272439047
0.02540833333,3.5E9,3.5001866375234894+0.19505387575565458i,3.5001866375234894,8.972358595704602
0.02540833333,3.5E9,3.5003026691061154+0.18544549080058945i,3.5003026691061154,9.437551309538202
0.02540833333,3.5E9,3.505003780587211+0.19395143584396324i,3.505003780587211,9.035776830770766
0.02540833333,3.5E9,3.5069457207683676+0.001036415630781219i,3.5069457207683676,1691.8626160264182
0.02540833333,3.5E9,3.507648382109029+0.18230796935789362i,3.507648382109029,9.620118074002214
0.02540833333,3.5E9,3.507654719063231+0.08383940260810702i,3.507654719063231,20.91889141588451
0.02540833333,3.5E9,3.5078894511717236+0.077525706794386i,3.5078894511717236,22.624040439098234
0.02540833333,3.5E9,3.5080173276303435+0.17902026998056889i,3.5080173276303435,9.797821576325152
0.02540833333,3.5E9,3.5098857816832876+0.001116866153844696i,3.5098857816832876,1571.3099414826338
0.02540833333,3.5E9,3.5107503392165578+0.1886720336775471i,3.5107503392165578,9.303844005881286
0.02540833333,3.5E9,3.5132927967407928+0.19642569561670456i,3.5132927967407928,8.943058049789116
0.02540833333,3.5E9,3.5141251186919784+0.17890176666363708i,3.5141251186919784,9.821381823744298
0.02540833333,3.5E9,3.5145868357464707+0.19512418598253647i,3.5145868357464707,9.006025619143454
0.02540833333,3.5E9,3.514610384342145+0.1864229470907525i,3.514610384342145,9.426442503967063
0.02540833333,3.5E9,3.515392405520678+0.19775896713603175i,3.515392405520678,8.888073336018584
0.02540833333,3.5E9,3.515404069840115+0.1908351740236355i,3.515404069840115,9.210576844195195
0.02540833333,3.5E9,3.51679931559404+0.13638762298135174i,3.51679931559404,12.892662980404356
0.02540833333,3.5E9,3.5179990039336015+0.17778217845426728i,3.5179990039336015,9.89412728126338
0.02540833333,3.5E9,3.518226089683772+0.134843683600259i,3.518226089683772,13.045572457488896
0.02540833333,3.5E9,3.518464868131919+0.18049653201304955i,3.518464868131919,9.746627342063118
0.02540833333,3.5E9,3.518735375612317+0.14424358272362123i,3.518735375612317,12.197199033645784
0.02540833333,3.5E9,3.5187660284258633+0.14337020809411827i,3.5187660284258633,12.271608150683223
0.02540833333,3.5E9,3.51879213006985+0.1885551295881142i,3.51879213006985,9.330937158157433
0.02540833333,3.5E9,3.5193032372761874+0.16564593194073624i,3.5193032372761874,10.622969112623007
0.02540833333,3.5E9,3.5207501062341415+0.18562223754110602i,3.5207501062341415,9.483643104599663
0.02540833333,3.5E9,3.522019566620825+0.19799919953472844i,3.522019566620825,8.894024760951304
0.02540833333,3.5E9,3.52526165715715+0.1722868430440683i,3.52526165715715,10.230791843621637
0.02540833333,3.5E9,3.5296073760793427+0.192705256540411i,3.5296073760793427,9.158046436940786
0.02540833333,3.5E9,3.5300000008355665+0.19656142617525968i,3.5300000008355665,8.979381330109295
0.02540833333,3.5E9,3.531787641034743+0.18790351700127308i,3.531787641034743,9.397875296317137
0.02540833333,3.5E9,3.53487753953275+0.17798139236411895i,3.53487753953275,9.930469395084307
0.02540833333,3.5E9,3.536907972066977+0.16647987922107388i,3.536907972066977,10.622628958572841
0.02540833333,3.5E9,3.537576865102834+0.15439867855219455i,3.537576865102834,11.455981677676581
0.02540833333,3.5E9,3.5382557882770884+0.18912611065648757i,3.5382557882770884,9.35422342265493
0.02540833333,3.5E9,3.538691413702976+0.15949904820691493i,3.538691413702976,11.093142728702375
0.02540833333,3.5E9,3.5404766669930674+0.18616391727852108i,3.5404766669930674,9.509030317878779
0.02540833333,3.5E9,3.5439604727189327+0.19205082480529193i,3.5439604727189327,9.226621328786086
0.02540833333,3.5E9,3.5445371537741175+0.17544816205199i,3.5445371537741175,10.101380123673726
0.02540833333,3.5E9,3.544551158920683+0.16461700019444414i,3.544551158920683,10.766054401227976
0.02540833333,3.5E9,3.545015675000935+0.16550190114954996i,3.545015675000935,10.709894117160642
0.02540833333,3.5E9,3.545542677608545+0.11070880637143005i,3.545542677608545,16.012920714334076
0.02540833333,3.5E9,3.5455717760193775+0.16957710131493203i,3.5455717760193775,10.454158458088862
0.02540833333,3.5E9,3.5457607465881162+0.16453364505368384i,3.5457607465881162,10.775184447628357
0.02540833333,3.5E9,3.5460238648754028+0.1906927137475036i,3.5460238648754028,9.297743461689617
0.02540833333,3.5E9,3.547156454809586+0.15918677522539276i,3.547156454809586,11.141492280961035
0.02540833333,3.5E9,3.5476562406783376+0.1655419361899865i,3.5476562406783376,10.715279530761379
0.02540833333,3.5E9,3.5484044260992333+0.06965560868017572i,3.5484044260992333,25.47106035920066
0.02540833333,3.5E9,3.548889345979358+0.16055072489098343i,3.548889345979358,11.052237068344324
0.02540833333,3.5E9,3.5516973593051193+0.17011387541374315i,3.5516973593051193,10.439175965707806
0.02540833333,3.5E9,3.551769576078083+0.1324704813155528i,3.551769576078083,13.405890658831193
0.02540833333,3.5E9,3.5518199956360808+0.13077654556785342i,3.5518199956360808,13.579728613466164
0.02540833333,3.5E9,3.5521018475668615+0.1833473805991008i,3.5521018475668615,9.686808276071663
0.02540833333,3.5E9,3.552213991414003+0.19123594429261687i,3.552213991414003,9.287516540244743
0.02540833333,3.5E9,3.5540662830625513+0.17448782199280508i,3.5540662830625513,10.184281752365221
0.02540833333,3.5E9,3.5543243777642735+0.17998659935486208i,3.5543243777642735,9.873858360856515
0.02540833333,3.5E9,3.5543321563351356+0.07035378680202889i,3.5543321563351356,25.260418222666548
0.02540833333,3.5E9,3.554580944482633+0.18935353899814114i,3.554580944482633,9.386095879933691
0.02540833333,3.5E9,3.555520712100524+0.13346943697046967i,3.555520712100524,13.319606318887779
0.02540833333,3.5E9,3.5559387955081965+0.13205596450401574i,3.5559387955081965,13.463756858176831
0.02540833333,3.5E9,3.557172690050231+0.15781905097484925i,3.557172690050231,11.269782285717579
0.02540833333,3.5E9,3.5576999553221804+0.1663831590416576i,3.5576999553221804,10.69128623297576
0.02540833333,3.5E9,3.559218010678324+0.1759400283477083i,3.559218010678324,10.114861422109929
0.02540833333,3.5E9,3.560983890930592+0.1738306173251869i,3.560983890930592,10.242683210026861
0.02540833333,3.5E9,3.561758657152213+0.1766627283814754i,3.561758657152213,10.080673749873133
0.02540833333,3.5E9,3.562690636626161+0.18532001103775558i,3.562690636626161,9.612266416011403
0.02540833333,3.5E9,3.5631964295379603+0.16316320860217137i,3.5631964295379603,10.919117306113522
0.02540833333,3.5E9,3.563311528009262+0.17884800715414723i,3.563311528009262,9.96184297691973
0.02540833333,3.5E9,3.5652826240064877+0.17350947367291458i,3.5652826240064877,10.274028698650364
0.02540833333,3.5E9,3.569277188763306+0.17649816061014176i,3.569277188763306,10.111372199077216
0.02540833333,3.5E9,3.5700896744651525+0.17570321493740923i,3.5700896744651525,10.15943184573181
0.02540833333,3.5E9,3.5701816620703517+0.11985016163059516i,3.5701816620703517,14.894354807273624
0.02540833333,3.5E9,3.5704212333312397+0.18032140350088044i,3.5704212333312397,9.900159282294537
0.02540833333,3.5E9,3.5714071552587248+0.1461399077869313i,3.5714071552587248,12.219137158844234
0.02540833333,3.5E9,3.57173419150213+0.143939568334658i,3.57173419150213,12.407061632969068
0.02540833333,3.5E9,3.5725610565308523+0.17620392812404204i,3.5725610565308523,10.137574952403675
0.02540833333,3.5E9,3.5726559948897956+0.17467322005135824i,3.5726559948897956,10.226684988801793
