,Freq (Hz),Complex (decimal)
0,6180000000.0,(-0.04967117-0.07979584j)
1,6182300000.0,(-0.06738281-0.06586075j)
2,6184600000.0,(-0.08132935-0.04779816j)
3,6186900000.0,(-0.09072495-0.02705002j)
4,6189200000.0,(-0.09563446-0.00428009j)
5,6191500000.0,(-0.09489441+0.01938629j)
6,6193800000.0,(-0.0868721+0.04237747j)
7,6196100000.0,(-0.07477951+0.05958176j)
8,6198400000.0,(-0.05883408+0.07801819j)
9,6200700000.0,(-0.03751373+0.09099579j)
10,6203000000.0,(-0.01353455+0.0973053j)
11,6205300000.0,(0.01194763+0.09764862j)
12,6207600000.0,(0.03601837+0.0916214j)
13,6209900000.0,(0.05714417+0.07927322j)
14,6212200000.0,(0.07448196+0.06192017j)
15,6214500000.0,(0.08693314+0.04049301j)
16,6216800000.0,(0.09313202+0.01798248j)
17,6219100000.0,(0.09328461-0.005241394j)
18,6221400000.0,(0.08631134-0.02109146j)
19,6223700000.0,(0.08023071-0.0442543j)
20,6226000000.0,(0.06596375-0.06201553j)
21,6228300000.0,(0.05148315-0.07444763j)
22,6230600000.0,(0.03256226-0.08414459j)
23,6232900000.0,(0.01243973-0.08984375j)
24,6235200000.0,(-0.009342194-0.09013367j)
25,6237500000.0,(-0.02859879-0.08457947j)
26,6239800000.0,(-0.04772949-0.07772827j)
27,6242100000.0,(-0.06542206-0.06522369j)
28,6244400000.0,(-0.07979202-0.04914093j)
29,6246700000.0,(-0.09089279-0.02893448j)
30,6249000000.0,(-0.09660339-0.006416321j)
31,6251300000.0,(-0.09677887+0.0173645j)
32,6253600000.0,(-0.09141159+0.04130554j)
33,6255900000.0,(-0.0787468+0.06346512j)
34,6258200000.0,(-0.06042862+0.08211517j)
35,6260500000.0,(-0.03735352+0.0957489j)
36,6262800000.0,(-0.01245117+0.1030045j)
37,6265100000.0,(0.01378632+0.1027985j)
38,6267400000.0,(0.03993225+0.09650421j)
39,6269700000.0,(0.06258774+0.08221436j)
