% Model:              6inch_1inch_ALUMINA_only_WGM_testing_LN_with_fieldnormplot.mph
% Version:            COMSOL 6.1.0.282
% Date:               May 20 2025, 17:59
% Table:              Table 1 - 
% Eigenfrequency (GHz)                            Frequency (GHz)                                   Quality factor (1)
6.421253797176918+0.003561389813408294i           6.421253797176918                                 901.5095417246251
6.421907934548807+0.011924375852092677i           6.421907934548807                                 269.2764809749682
6.422204932330604+0.05874874667036392i            6.422204932330604                                 54.65822929266264
6.424963431791527+0.012190896179484871i           6.424963431791527                                 263.5148120859075
6.426720841968537+0.003463799365005254i           6.426720841968537                                 927.6981956428629
6.429357393354578+0.06084417314390235i            6.429357393354578                                 52.83461883974103
6.432668157860364+0.0033792520214136375i          6.432668157860364                                 951.7887563723933
6.433656091289311+0.06952882317228667i            6.433656091289311                                 46.266108052391765
6.4339720383053844+0.06651648875765881i           6.4339720383053844                                48.363737762424854
6.435933966298741+0.06473869890413039i            6.435933966298741                                 49.70700736378347
6.4389565929280295+0.0034522038073714974i         6.4389565929280295                                932.5863929555538
6.441076494283356+0.07242669792236209i            6.441076494283356                                 44.4661753127823
6.443382632275017+0.0034852074579022675i          6.443382632275017                                 924.3901130857307
6.444753936721919+0.05947943290088791i            6.444753936721919                                 54.17632299437839
6.45058650762094+0.011455030059752286i            6.45058650762094                                  281.56130861172244
6.454126163209541+0.010250518987164808i           6.454126163209541                                 314.819482374067
6.455006639438887+0.011555686424748688i           6.455006639438887                                 279.3000087651336
6.460049013926325+0.011365357984733569i           6.460049013926325                                 284.1990996941643
6.466211428702785+0.0048383626772521065i          6.466211428702785                                 668.2231014950698
6.467092640704481+0.07101094354022268i            6.467092640704481                                 45.53588727518689
6.470014163124545+0.07222558766240744i            6.470014163124545                                 44.790318587411846
6.470959423462454+0.042567635124030286i           6.470959423462454                                 76.00797418752383
6.471107315029446+0.010996063026337734i           6.471107315029446                                 294.24655440451147
6.473465576276577+0.022216450927178902i           6.473465576276577                                 145.69081257612447
6.476466594349584+0.043602894634484704i           6.476466594349584                                 74.26647529528314
6.477421440255332+0.02151190427988882i            6.477421440255332                                 150.5543478619646
6.480431924542716+0.020160574927270424i           6.480431924542716                                 160.72041466875254
6.482710180467671+0.005190723619572879i           6.482710180467671                                 624.4514884228323
6.484054594302876+0.019874496904109223i           6.484054594302876                                 163.12499948016904
6.488217937975195+0.013758976600590235i           6.488217937975195                                 235.78126943310824
6.488343890936267+0.02884296210018477i            6.488343890936267                                 112.477072715335
6.490467374524305+0.01957631228541494i            6.490467374524305                                 165.7734940037695
6.490852789297827+0.02865271048793221i            6.490852789297827                                 113.26769228397445
6.491170561834579+0.040576172482972656i           6.491170561834579                                 79.98746757790582
6.491671892261191+0.02227837121644294i            6.491671892261191                                 145.69449061585573
6.492320505277833+0.12675809627458892i            6.492320505277833                                 25.60909597132906
6.494086940466441+0.13210014629610087i            6.494086940466441                                 24.580165588575593
6.497002439234758+0.013015841942687158i           6.497002439234758                                 249.5805675823009
6.501655868630636+0.0211412942651608i             6.501655868630636                                 153.76674169246246
6.502420982464926+0.011463505556628496i           6.502420982464926                                 283.6139848471159
6.504783083690764+0.010313460084050973i           6.504783083690764                                 315.35406307287434
6.5055745062051935+0.020673845267382984i          6.5055745062051935                                157.3382798909936
6.509392694816595+0.004093318315263872i           6.509392694816595                                 795.1241747487911
6.510315421137251+0.003816235239624651i           6.510315421137251                                 852.9761679179895
6.51435494406146+0.004423809172848162i            6.51435494406146                                  736.283448215212
6.515418693806609+0.0034877543179095646i          6.515418693806609                                 934.0420941277363
6.516756226878621+0.0037896493076270783i          6.516756226878621                                 859.8099319853878
6.521631510601858+0.0037195060517665655i          6.521631510601858                                 876.6797821856525
6.5242221971825245+0.0038654571008749526i         6.5242221971825245                                843.9134139796502
6.524906783847346+0.003848741275584591i           6.524906783847346                                 847.6676290557187
6.525988154066485+0.12234830085093909i            6.525988154066485                                 26.669713059674233
6.535177005940034+0.08669692105644522i            6.535177005940034                                 37.68978717067252
6.535688883299528+0.004540604015081517i           6.535688883299528                                 719.693774395585
6.541794708236326+0.08913747341682962i            6.541794708236326                                 36.694974949790314
6.548731015202189+0.0044045717201553515i          6.548731015202189                                 743.401564473925
6.548731523797037+0.01265821767439582i            6.548731523797037                                 258.67510309304305
6.554376267534694+0.02257236256732607i            6.554376267534694                                 145.18587161589988
6.555326171518191+0.0040235042330844266i          6.555326171518191                                 814.6289641769388
6.556689862057283+0.024578252835143772i           6.556689862057283                                 133.38396968319188
6.558220073654022+0.00424091471000082i            6.558220073654022                                 773.2082017811615
6.559871203845889+0.021656697113528467i           6.559871203845889                                 151.45133095452678
6.561048596005613+0.004703689298795289i           6.561048596005613                                 697.4364354471746
6.5612967599024765+0.0098722252192284i            6.5612967599024765                                332.3109336648268
6.562713406697413+0.004260247946849587i           6.562713406697413                                 770.2266967290575
