% Model,6inch_1inch_ALUMINA_only_WGM_testing.mph
% Version,COMSOL 6.1.0.282
% Date,"Mar 24 2025, 15:30"
% Table,Table 1 - 
% Eigenfrequency (GHz),Frequency (GHz),Quality factor (1)
2.983622092403346+0.010530616650181734i,2.983622092403346,141.66416799304224
2.983662388998327+0.010541356644357257i,2.983662388998327,141.52174571360644
2.984394321519572+8.50874392733397E-6i,2.984394321519572,175372.20223142076
2.9845031372557687+8.78426880764718E-6i,2.9845031372557687,169877.72133393722
3.0293103885281014+0.05102077815713947i,3.0293103885281014,29.68702652082348
3.029498920481823+0.051056541223525057i,3.029498920481823,29.668078250920928
3.0368453573266+0.006531287581732362i,3.0368453573266,232.4844312337802
3.0369447790809954+0.006531486767842475i,3.0369447790809954,232.48495228018197
3.0775454470456545+3.322968433549871E-5i,3.0775454470456545,46307.172466245254
3.077768048686191+3.323910222994274E-5i,3.077768048686191,46297.40038396177
3.110405710180856+0.03710961913327037i,3.110405710180856,41.90834860108068
3.1104806073649756+0.03715293765663346i,3.1104806073649756,41.860493456963766
3.12840093400622+0.006502199706197847i,3.12840093400622,240.56481462913635
3.128530910321969+0.006498958109100218i,3.128530910321969,240.69480505969244
3.1518051633171242+0.022705554141685257i,3.1518051633171242,69.40603923712892
3.1518600185119587+0.022712641439112637i,3.1518600185119587,69.38558923147204
3.1596180468340687+0.3741946973072324i,3.1596180468340687,4.221890461798641
3.1597488322220735+0.374386097063327i,3.1597488322220735,4.219906744677548
3.1624125704919184+0.02533438174615385i,3.1624125704919184,62.41345461236726
3.1713126482592204+0.31347884548207844i,3.1713126482592204,5.058256233179415
3.171383372764635+0.31354846437028205i,3.171383372764635,5.057245901576828
3.171601971336706+0.3137783058279458i,3.171601971336706,5.05388982034308
3.1716520858276813+0.31378991378673743i,3.1716520858276813,5.053782716520402
3.202277851514657+0.03955617055140807i,3.202277851514657,40.477601937640884
3.2023885885540704+0.039580126001933696i,3.2023885885540704,40.45450219634997
3.202663795461462+2.189338869736387E-6i,3.202663795461462,731422.5859990069
3.2027757392726905+2.1286346322977483E-6i,3.2027757392726905,752307.5333542476
3.2137058592657715+0.05431366953228784i,3.2137058592657715,29.584687307449556
3.2241167191768287+0.14672196679682228i,3.2241167191768287,10.987164327075586
3.2241702589934778+0.14660565808750434i,3.2241702589934778,10.996063525287239
3.235594214146361+0.0034943569776413447i,3.235594214146361,462.97419451551775
3.235795787517847+0.003495521035061991i,3.235795787517847,462.84885072368934
3.252667412830689+0.37170604745389707i,3.252667412830689,4.375322159957754
3.2527751098442352+0.002672398061197651i,3.2527751098442352,608.5873128471147
3.2528697053568547+0.002675302008142429i,3.2528697053568547,607.9443919708068
3.2570932388708087+0.06998719544134518i,3.2570932388708087,23.26920816251675
3.25728406982796+0.06997329579139436i,3.25728406982796,23.275194007858616
3.2673135101354287+7.729636832951868E-6i,3.2673135101354287,211349.74260412148
3.2673974320849557+7.817761304807306E-6i,3.2673974320849557,208972.70360990457
3.2687426680925142+0.366750752439059i,3.2687426680925142,4.456354412845633
3.2688005728116134+0.36677966203195334i,3.2688005728116134,4.456082099403374
3.2694710550479744+0.3742660148043992i,3.2694710550479744,4.36784389407716
3.269560130911268+0.37431631424309125i,3.269560130911268,4.367375941818991
3.2768082886376986+0.31024269114641584i,3.2768082886376986,5.281040266459078
3.276974868254522+0.3103036614006034i,3.276974868254522,5.280271031065814
3.2789861857813976+0.400593550216296i,3.2789861857813976,4.092659734550077
3.2791816964608773+0.40043906652571704i,3.2791816964608773,4.094482744792685
3.31268133302157+0.06213310817584641i,3.31268133302157,26.657939947621514
3.3128949573293243+0.06216237166227286i,3.3128949573293243,26.647108763225994
3.3153505623596566+0.44968103477315974i,3.3153505623596566,3.6863357646738155
3.315486752249993+0.4496120944476008i,3.315486752249993,3.6870524538752036
3.319880917433061+0.04584094498080249i,3.319880917433061,36.21086911300998
3.3199207662773245+0.04584005551552288i,3.3199207662773245,36.21200638765692
3.3256993948337166+0.002502090860531705i,3.3256993948337166,664.5840579360477
3.325712477794705+0.0024984493776320756i,3.325712477794705,665.5553055364833
3.3377804254898114+0.04752015580668674i,3.3377804254898114,35.119628385352854
3.356951261689309+0.41990857143139315i,3.356951261689309,3.9972406972380474
3.3570496957223974+0.4199664602475851i,3.3570496957223974,3.9968069042267063
