% Model:              6inch_1inch_ALUMINA_only_WGM_Qtesting_1to5GHz_P_OF_1_PLOTGROUP.mph
% Version:            COMSOL 6.1.0.282
% Date:               May 22 2025, 13:15
% Dimension:          1
% Nodes:              68
% Expressions:        9
% Description:        Line graph
% Arc length (m)          Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm
0                         284.18983542712886       154.53852506481715       27.778003666546795       45.312643293909915       134.31224908687116       253.97734413520314       289.70938301676847       283.87524830113415       22.88319226917081
3.4674882840211516E-4     296.7351358169269        160.71659365392065       28.565892363833232       44.84758317068223        134.59328165484328       262.2468894432737        296.56685894375545       291.0084335176748        22.147100555995536
3.5869766057380903E-4     297.1647386265475        160.92842027596504       28.594598241539742       44.83371297192284        134.59849247579942       262.52952891791637       296.8140216369387        291.2520842512124        22.123776367018486
6.58789248533383E-4       307.8948651742688        166.22423103381482       29.347468038218366       44.53279383513737        134.63139652340692       269.57699345747284       303.248734044711         297.3241928345047        21.583783508363283
0.0013821733026783082     333.2904121930525        178.7902361987536        31.390439171493142       44.183996023433686       133.93438268078071       286.1610050642789        320.4443487426954        311.58876228701814       20.654929024050507
0.0015065107667896482     337.5883698367033        180.9204694806086        31.770445913419326       44.177561536686376       133.70391009261547       288.95377305690397       323.6234893108917        313.98756517713804       20.54939652536058
0.0025517851732630003     372.9391654843348        198.46691501717808       35.23920576736993        44.729906821568946       130.4850089898819        311.7591235094041        352.6840219366778        333.53867194318553       20.28142100629934
0.002645815986779744      376.050703649112         200.0128050075129        35.5722161505484         44.83127807614071        130.0835707125304        313.751550867527         355.4904629519131        335.24356906233476       20.309484559615697
0.002952139351820267      386.1085656218692        205.01064129512085       36.67755213995696        45.218214088965766       128.64859793992633       320.1744493731502        364.83954523055957       340.7359374617683        20.456397580511286
0.0030130215335792965     388.0932529312947        205.9969590330077        36.90079603546123        45.305284238617396       128.3402745829241        321.4386385723217        366.7346996860789        341.8163142675363        20.49539633169562
0.0033024638556163888     397.4637352647921        210.65398519516359       37.977184418150394       45.76417168862303        126.77011610319832       327.3926117768087        375.90865178226676       346.9016112716079        20.723045152139566
0.003302471594740541      427.26232141867763       226.35105681347764       37.96500429787865        47.70752855245893        124.68006176704876       348.67578363721157       378.7148625592069        351.9154799397213        23.029797838742496
0.0033025969121067943     427.2679799413894        226.3535723439084        37.96540176615296        47.70781621554394        124.67949681425786       348.67949712546937       378.7190778770792        351.9177771284235        23.029997366449425
0.003359396840699122      429.830317788944         227.4919824028422        38.146054626594406       47.83963147144167        124.41884643030872       350.36033913502666       380.63359002529415       352.9570377150404        23.12209156936663
0.0036682415452802004     443.67966937357374       233.62068258123105       39.1450332466841         48.605046059828645       122.84150917179487       359.41973636370636       391.1825349864589        358.5400593872671        23.67802951534424
0.0038260042077461216     450.69992651004867       236.71121430846293       39.665494134695216       49.02651244893797        121.93155598230577       363.99524406674726       396.6636127102581        361.34752412707866       23.99543913542428
0.004595933498874077      484.43486289701195       251.40206816446724       42.28941261117458        51.35096299921288        116.48357607173413       385.8188911537575        424.3645257130827        374.6138812969246        25.812872496912103
0.004752088750935383      491.170415350901         254.30187837397452       42.836259824902285       51.8717417232938         115.17575529932083       390.14262899909966       430.18655635204203       377.2158845273561        26.226584520330835
0.005194888167514959      503.41055364907885       258.1911903573691        44.420229633421926       52.40492998274579        110.27663230670116       398.77969651533476       455.67879874887706       384.52740819165894       27.603543555339048
0.00582293255210413       523.930613131215         270.3616924452048        46.61566777284449        54.48554658848548        103.77341164247325       411.70071928258886       487.80184675245226       394.2907671843791        29.627643627658635
0.006385772027551067      541.4417249399487        280.78726712894047       48.61035487074313        56.487273469250326       97.10134746862647        422.693370451374         517.9776050619843        402.63866198013653       31.492977400102568
0.006773128716621089      552.4034404585364        285.69963381969507       49.67217267706625        57.45310061430115        93.89772644336428        429.9507103782383        534.1304509511315        407.3562181864739        32.341793692978854
0.007304591575109576      564.9997683283899        292.3816515010598        51.08554821643172        58.49912668612036        87.95656595882706        438.25106020003017       541.6882972411029        413.4935621876122        33.483277863167935
0.0073797674796735446     566.731737037269         293.2959853978098        51.28242968417101        58.65258997576951        87.08995750034151        439.3844732544468        542.7794019629165        414.3367030856632        33.64380835449502
0.007942702020450172      579.3075110167027        299.89203125602313       52.7278883753967         59.82743094961552        80.40501954174887        447.55009926559836       551.1436892088446        420.4518336923417        34.82478645056456
0.00888175832368282       598.7340819967864        309.87635145017356       55.00426096853703        61.807257627122894       68.57270278741258        459.9032163088188        565.9647720682386        429.8662893105771        36.65379510493867
0.009056357157124686      602.1313953770833        311.58791605417605       55.406179188426925       62.167749291482174       66.29696553723892        462.0244928474035        568.8557808934414        431.50745454695755       36.9673872183247
0.009379321896051486      608.2377302123956        314.63159664278015       56.130370334763604       62.82201945808491        62.044145711762276       465.8028465608914        574.3262334603374        434.4524473298102        37.521602989173424
0.009502211504749499      611.5814546297194        311.5531331307961        56.97551482841798        63.34013738012283        61.700377552722244       467.50498616512334       576.6527967772463        439.5890965959681        37.19485305292283
0.009946468688734533      616.3806855216625        314.1298425707177        57.649621345397634       63.9813773526948         55.8163117106876         470.6020484550772        579.3427097173318        441.3827565608895        37.822362380134656
0.011743083332222905      629.4415027423283        321.3135458180042        59.53649057599309        66.08153238661735        34.74926657286126        479.1138980133471        594.6709593027186        446.28374153553324       39.39035854604231
0.0118109522088639        629.7349271298234        321.48197529725553       59.581112471666636       66.14162824814584        34.14973710004902        479.30896926134636       595.3909783398865        446.39492480569595       39.41785345004206
