% Model:              6inch_1inch_ALUMINA_only_WGM_Qtesting_1to5GHz_P_OF_1_PLOTGROUP.mph
% Version:            COMSOL 6.1.0.282
% Date:               May 22 2025, 13:13
% Dimension:          1
% Nodes:              68
% Expressions:        9
% Description:        Line graph
% Arc length (m)          Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm      Electric field norm
0                         154.53852506654562       45.312643310030595       134.31224908337134       253.97734410773876       289.70938300840396       283.8752482818031        22.88319227197683        309.00201578077196       374.81031271513774
3.4674882840211516E-4     160.7165936557883        44.84758318628627        134.59328165115136       262.2468894158586        296.5668589357413        291.0084334980662        22.14710055865618        315.5967494372792        374.31508824171294
3.5869766057380903E-4     160.92842027783738       44.83371298751064        134.59849247210093       262.52952889050357       296.81402162893784       291.2520842315944        22.12377636967479        315.8217705395166        374.2919667938503
6.58789248533383E-4       166.22423103580064       44.53279385035219        134.6313965195444        269.576993430132         303.24873403706187       297.3241928146571        21.583783510925482       321.4243716482754        373.58084180181595
0.0013821733026783082     178.79023620098636       44.18399603803935        133.93438267653121       286.1610050372198        320.44434873604206       311.58876226665564       20.654929026506288       334.5443267702371        370.8633659368435
0.0015065107667896482     180.92046948287995       44.17756155123007        133.70391008830063       288.95377302990875       323.62348930442715       313.9875651566926        20.54939652781517        336.74456457617464       370.2585179148503
0.0025517851732630003     198.46691501972708       44.729906836097996       130.48500898503028       311.759123483127         352.68402193194356       333.53867192210413       20.28142100892555        354.60520613528655       363.6988953667853
0.002645815986779744      200.01280501008276       44.83127809071247        130.08357070763148       313.7515508413304        355.490462947344         335.2435690412015        20.30948456227152        356.1561728961881        362.9883025423867
0.002952139351820267      205.01064129775372       45.21821410372568        128.64859793487423       320.17444934723403       364.83954522653573       340.7359374404725        20.456397583276928       361.1449471536407        360.5486784961862
0.0030130215335792965     205.99695903565214       45.30528425342351        128.3402745778417        321.4386385464647        366.7346996821646        341.81631424620946       20.495396334485335       362.12484384794334       360.04193851552196
0.0033024638556163888     210.6539851978594        45.76417170368783        126.77011609797242       327.3926117512477        375.9086517788767        346.9016112501378        20.723045155052723       366.73067075526257       357.5397146939091
0.003302471594740541      226.351056815071         47.70752856524248        124.68006176150529       348.67578362027825       378.71486255585893       351.9154799222414        23.029797842854233       366.70583471970883       357.8707647616008
0.0033025969121067943     226.3535723455018        47.70781622832753        124.67949680871432       348.67949710853605       378.71907787373146       351.9177771109437        23.029997370561308       366.7079351935749        357.86997917436537
0.003359396840699122      227.49198240446864       47.83963148424624        124.41884642470386       350.3603391181309        380.63359002206266       352.9570376975693        23.12209157354199        367.65844174914093       357.51218220493183
0.0036682415452802004     233.62068258303586       48.60504607279736        122.84150916586708       359.4197363469996        391.18253498386576       358.54005936984163       23.67802951987663        372.77330304649587       355.51082533249684
0.0038260042077461216     236.71121431035854       49.026512462022055       121.93155597621993       363.99524405012687       396.6636127079945        361.34752410967496       23.995439140145404       375.35123527281803       354.45653430872875
0.004595933498874077      251.40206816680615       51.350963013139115       116.4835760649499        385.81889113746          424.3645257124461        374.61388127960964       25.812872502588224       387.5948643477915        349.1138944635883
0.004752088750935383      254.3018783764039        51.87174173744251        115.17575529241076       390.1426289828476        430.1865563517363        377.2158845100554        26.22658452620365        390.0098398122588        348.0125186309479
0.005194888167514959      258.19119036119895       52.404929997142325       110.27663230181604       398.77969649906674       455.6787987492564        384.52740817433903       27.603543561798034       395.8355899470496        345.35434002611385
0.00582293255210413       270.36169244907467       54.48554660367956        103.77341163732997       411.70071927030443       487.8018467538974        394.29076716819037       29.627643634860632       402.30900565790546       338.89280141100426
0.006385772027551067      280.7872671327905        56.48727348521765        97.10134746314752        422.6933704425683        517.9776050643168        402.6386619649329        31.492977407943435       407.7801325225682        333.4764857744737
0.006773128716621089      285.69963382375965       57.4531006307613         93.89772643890448        429.95071036973764       534.1304509542329        407.3562181714205        32.341793701165656       411.68090482089633       334.3519559411561
0.007304591575109576      292.38165150523514       58.49912670388198        87.95656595509044        438.25106019255594       541.6882972446894        413.4935621728558        33.483277871745656       416.35259804432405       324.9636707615168
0.0073797674796735446     293.2959854020018        58.652589993712155       87.08995749670754        439.3844732471029        542.7794019665703        414.33670307094343       33.643808363125835       416.99773380453325       323.6736369394071
0.007942702020450172      299.89203126035176       59.82743096888243        80.40501953888844        447.55009925911344       551.1436892129931        420.45183367785813       34.82478645957308        421.70506607991325       314.38510420207626
0.00888175832368282       309.8763514547781        61.80725764844612        68.57270278586805        459.90321630330635       565.9647720731608        429.8662892963261        36.65379511448985        429.07190255564814       300.7786299694417
0.009056357157124686      311.58791605883937       62.1677493131634         66.29696553594385        462.0244928420082        568.8557808984989        431.50745453272737       36.96738722796365        430.37461880224356       298.5770393862393
0.009379321896051486      314.6315966475585        62.82201948040655        62.04414571093349        465.80284655566044       574.3262334656374        434.45244731559995       37.52160299896329        432.72892597032217       294.8275472076093
0.009502211504749499      311.55313313509475       63.34013740329706        61.700377551712585       467.50498616244533       576.6527967826954        439.5890965821091        37.19485306257015        435.1365943131279        294.4035757481579
0.009946468688734533      314.1298425751266        63.98137737662707        55.81631170963551        470.6020484527115        579.3427097230086        441.3827565471433        37.82236238993316        436.67599671202385       288.0921694190254
0.011743083332222905      321.31354582263197       66.08153241243407        34.749266572093944       479.1138980115164        594.6709593090726        446.28374152192475       39.390358556210124       441.2461808903281        274.4763749309641
