Index,Freq (Hz),Resp (dB),Comp Resp,Comp Resp w/out Background,Resp w/out Background (dB),Normalized Comp Resp,Normalized Resp (dB),fit,guess
1447,5201921875.0,-31.92313,(-0.0249989+0.004237106j),(-1.018777230429639+0.16804609573389356j),0.2781689999999912,(0.3191454129328846+0.9600362285043068j),0.1009775679256676,(0.26046872363298634+0.01940953753650249j),(0.9007799839830458-0.23096642397324782j)
1448,5201925000.0,-31.75545,(-0.02549182+0.00383401j),(-1.0416444435497663+0.1519605944828876j),0.4458489999999919,(0.273665905902469+0.9948731054524889j),0.2721319097311542,(0.26052553046007276+0.020177219546185177j),(0.8974171579365101-0.23411223590702995j)
1449,5201928125.0,-31.84098,(-0.02504413+0.004449818j),(-1.0270776332461458+0.1778115926280474j),0.3603189999999934,(0.2638655193094691+0.9874783794315165j),0.1900762515366416,(0.26058392718174217+0.02094470577157268j),(0.8938920967198203-0.23731390966480748j)
1450,5201931250.0,-31.82431,(-0.02521336+0.004353101j),(-1.0299076224157449+0.17313053823833768j),0.3769889999999911,(0.22591941622143324+0.9992778178802872j),0.2102205933421252,(0.260643912941078+0.02171199128636005j),(0.8901950900329871-0.24057050448383566j)
1451,5201934375.0,-31.79874,(-0.02526543+0.004530624j),(-1.031798902090764+0.1803205248718164j),0.402558999999993,(0.19910510253034228+1.0084621018737072j),0.239264935147613,(0.2607054868609229+0.02247907116951348j),(0.8863157793420627-0.2438806973686807j)
1452,5201937500.0,-31.89219,(-0.02494484+0.004489225j),(-1.0206457922754422+0.17902866147206128j),0.3091089999999923,(0.163752026290575+1.0040707412227738j),0.1492892769530982,(0.26076864804380384+0.02324594050403448j),(0.8822431165831046-0.24724272186662272j)
1453,5201940625.0,-31.84847,(-0.02505893+0.005221503j),(-1.0204879065681018+0.2079366442283507j),0.3528289999999927,(0.15806059337080852+1.0105928479995012j),0.1964836187585845,(0.2608333955720319+0.024012594377957303j),(0.8779653216162203-0.2506542980866698j)
1454,5201943750.0,-31.90311,(-0.02509664+0.004792464j),(-1.0174054519898958+0.18962785414786903j),0.29818899999999,(0.10608862384079283+1.0113219103908395j),0.1453179605631582,(0.2608997285077146+0.024779027884229227j),(0.8734698388441567-0.2541125527518401j)
1455,5201946875.0,-31.81734,(-0.02499486+0.005316732j),(-1.023274959479562+0.2129415347755915j),0.3839589999999901,(0.09390600998401752+1.0230722274315103j),0.2345623023686442,(0.2609676458927692+0.02554523612059113j),(0.8687432935378168-0.25761392794649085j)
1456,5201950000.0,-32.00154,(-0.02460475+0.005324855j),(-1.0010588247325467+0.21201809242590267j),0.1997589999999931,(0.06152612766656774+1.0043346226302192j),0.0538366441741331,(0.2610371467490312+0.026311214190572713j),(0.8637714485955357-0.2611540770627172j)
1457,5201953125.0,-31.798,(-0.02502765+0.005548189j),(-1.0236903611577248+0.22219240965107076j),0.4032989999999934,(0.03330183587856369+1.0299488342228353j),0.2608509859796193,(0.2611082300781714+0.02707695720225753j),(0.8585391627242673-0.2647277462610258j)
1458,5201956250.0,-31.93253,(-0.02488841+0.005207301j),(-1.0104900483515997+0.20676385975604336j),0.2687689999999918,(-0.013671276737866543+1.0149633777810072j),0.1297953277851036,(0.2611808948618052+0.02784246026927785j),(0.8530303512720445-0.2683286396208618j)
1459,5201959375.0,-31.96926,(-0.02464976+0.005590866j),(-1.00262789613812+0.22275400354126335j),0.2320389999999932,(-0.030905220665252336+1.0107041380414452j),0.0965396695905908,(0.2612551400615084+0.028607718510694234j),(0.8472279513465828-0.2719492659433691j)
1460,5201962500.0,-32.00537,(-0.02427094+0.005335354j),(-0.9999225640276114+0.21517972497813612j),0.1959289999999924,(-0.0715760082968558+1.0048383490829305j),0.0639040113960759,(0.26133096461882865+0.029372727050875173j),(0.8411138932674807-0.27558076501658313j)
1461,5201965625.0,-31.87117,(-0.024949+0.005891995j),(-1.0119757519067407+0.23427302146903153j),0.3301289999999923,(-0.09144789986193652+1.0193853324289999j),0.2015783532015617,(0.2614083674554095+0.03013748102048968j),(0.8346690809330611-0.2792127109968705j)
1462,5201968750.0,-32.0273,(-0.02430157+0.006145895j),(-0.9901896539484829+0.24576944167159068j),0.1739989999999949,(-0.10796102266766819+0.9998364725990185j),0.0489226950070502,(0.26148734747289337+0.03090197555527323j),(0.8278733843714919-0.28283289041356297j)
1463,5201971875.0,-32.17669,(-0.02386164+0.00622168j),(-0.9715020630312656+0.24872928611562162j),0.024608999999991,(-0.13220956673022585+0.9800177144752196j),-0.0969929631883772,(0.26156790355304593+0.03166620579701992j),(0.8207056484705275-0.2864270522672871j)
1464,5201975000.0,-32.04302,(-0.02421243+0.006119032j),(-0.9884403197149515+0.24515930569538466j),0.1582789999999931,(-0.17541382278581202+0.9892007158310984j),0.0401513786171107,(0.2616500345577709+0.032430166893461114j),(0.8131437228854932-0.28997862766315335j)
1465,5201978125.0,-31.96,(-0.02414726+0.007076263j),(-0.9879447386825171+0.284778598303916j),0.2412989999999908,(-0.1735334191154221+0.9997383457488502j),0.1266457204225943,(0.2617337393291238+0.03319385399814413j),(0.8051645192114484-0.293468416568827j)
1466,5201981250.0,-32.09437,(-0.02389294+0.006597538j),(-0.9770478097698868+0.2651499520431686j),0.1069289999999938,(-0.21949129199242692+0.9751130534768886j),-0.0042499377719167,(0.2618190166894464+0.033957262271422026j),(0.7967441028198756-0.29687423958623027j)
1467,5201984375.0,-32.05895,(-0.02404614+0.006621853j),(-0.9812250743360226+0.26555132740424564j),0.1423489999999887,(-0.2542110565562329+0.9712805001326709j),0.034644404033564,(0.26190586544126104+0.03472038687922041j),(0.787857828340981-0.3001705531428433j)
1468,5201987500.0,-32.25819,(-0.02319152+0.007443269j),(-0.9472781609339941+0.29941589099587795j),-0.0568910000000073,(-0.24098386710826408+0.9515813111800968j),-0.161121254160946,(0.261994284367406+0.035483222994026765j),(0.7784805294474947-0.3033280274057414j)
1469,5201990625.0,-32.2448,(-0.02341145+0.007212676j),(-0.952185023040858+0.28875111134033976j),-0.0435010000000062,(-0.2846568472553703+0.941434917565597j),-0.1442569123554591,(0.26208427223105146+0.03624576579476801j),(0.7685867756515204-0.30631308747989466j)
1470,5201993750.0,-32.35296,(-0.02286441+0.007953161j),(-0.9295620609393596+0.3187410379501963j),-0.1516610000000113,(-0.2793801966482728+0.9307187931617847j),-0.2489425705499783,(0.26217582777571313+0.03700801046668826j),(0.7581512109475013-0.30908742033299447j)
1471,5201996875.0,-32.42197,(-0.02260852+0.007592295j),(-0.9255569242859806+0.30627163299692056j),-0.22067100000001,(-0.318237863889162+0.9104245823531447j),-0.3144782287454006,(0.26226894972540116+0.0377699522023354j),(0.7471489914273282-0.31160745247469007j)
1472,5202000000.0,-32.1279,(-0.02333271+0.008282818j),(-0.951862479916658+0.33316991042978994j),0.0733989999999948,(-0.3450712074258373+0.9365010849652603j),-0.0169338869399099,(0.2623636367845008+0.03853158620032904j),(0.7355563413785108-0.31382380690554246j)
1473,5202003125.0,-32.29047,(-0.02286444+0.008234745j),(-0.9327045329411329+0.3312691152975015j),-0.0891710000000074,(-0.36560542033042936+0.9091814027035909j),-0.1760295451344262,(0.26245988763792194+0.039292907666346646j),(0.7233512494401787-0.3156807525100586j)
1474,5202006250.0,-32.4485,(-0.02217622+0.008687699j),(-0.9065318602543606+0.35052745955509307j),-0.2472010000000111,(-0.36468773183641073+0.890902801394969j),-0.330585203328944,(0.2625577009511151+0.04005391181299996j),(0.7105143282473085-0.31711566502302224j)
1475,5202009375.0,-32.45617,(-0.02240387+0.008381311j),(-0.9110168744338522+0.33623039106455105j),-0.2548710000000085,(-0.40793876767573006+0.8714333369554798j),-0.3347808615234555,(0.2626570753700863+0.04081459385971183j),(0.6970298618740309-0.3180585262682729j)
1476,5202012500.0,-32.46119,(-0.02199242+0.008860055j),(-0.9018079237718194+0.35868608162870036j),-0.2598910000000103,(-0.41559811087094506+0.8676167766372673j),-0.3363265197179714,(0.2627580095215568+0.041574949033699286j),(0.6828870649673355-0.3184314976611032j)
1477,5202015625.0,-32.75997,(-0.02109307+0.009427257j),(-0.8577750797953883+0.3788317083924101j),-0.558671000000011,(-0.39881966256062995+0.8399915368009946j),-0.6316321779124863,(0.2628605020128345+0.04233497256874273j),(0.668081575055427-0.3181486150768469j)
1478,5202018750.0,-32.64819,(-0.02123488+0.009950579j),(-0.8618746695004825+0.39923531134144813j),-0.4468910000000079,(-0.41769736649201517+0.8446449840241346j),-0.5163778361069973,(0.2629645514319746+0.043094659706168534j),(0.6526171938903558-0.317115665029647j)
1479,5202021875.0,-32.76468,(-0.02071204+0.01033252j),(-0.8404755486330389+0.41465565560200135j),-0.5633810000000068,(-0.4200817073148222+0.8298313574695889j),-0.6293934943015103,(0.2630701563477972+0.043854005694724536j),(0.6365078842103606-0.31523031624997294j)
1480,5202025000.0,-32.88829,(-0.02035151+0.009937269j),(-0.8320483333613266+0.4017299570102779j),-0.6869910000000061,(-0.4486285750697964+0.8001367192291832j),-0.7495291524969332,(0.26317731530990074+0.04461300579045555j),(0.6197800132117449-0.31238259540666713j)
1481,5202028125.0,-33.13723,(-0.01971921+0.01024234j),(-0.798600729969217+0.4103294354180558j),-0.9359310000000108,(-0.4431587011817407+0.7738569514600863j),-0.994994810691452,(0.2632860268488366+0.04537165525768285j),(0.602474812249021-0.3084558094238184j)
1482,5202031250.0,-33.29091,(-0.01894226+0.01068965j),(-0.7701272052649083+0.4301282727762448j),-1.089611000000005,(-0.4349253634778339+0.7609532986636547j),-1.1452004688859605,(0.2633962894759675+0.04612994936777472j),(0.5846509926857482-0.3033280274275156j)
1483,5202034375.0,-33.56362,(-0.01834762+0.01052736j),(-0.7433304983832265+0.422147148977717j),-1.3623210000000086,(-0.4412341630589743+0.7261847673448933j),-1.414436127080478,(0.26350810168364125+0.04688788340012541j),(0.5663874193104981-0.2968742396115572j)
1484,5202037500.0,-33.54131,(-0.01816147+0.01047197j),(-0.7443401783825363+0.42481726259201297j),-1.3400110000000112,(-0.46545110120455324+0.7139234382146104j),-1.3886517852749949,(0.26362146194520786+0.04764545264202921j),(0.5477856961702524-0.28896930423874023j)
1485,5202040625.0,-33.98323,(-0.01718723+0.01034345j),(-0.6997391821886951+0.4169089749254262j),-1.7819310000000073,(-0.4527894420314219+0.6719863548470617j),-1.8270974434695049,(0.2637363687150357+0.048402652388555005j),(0.5289724662740665-0.2794917725829024j)
1486,5202043750.0,-33.93703,(-0.01711088+0.01072921j),(-0.6956767494235662+0.4319459136719282j),-1.7357310000000084,(-0.46585473761335466+0.6686676188499268j),-1.77742310166402,(0.2638528204286952+0.04915947794352187j),(0.5101011708477496-0.26832863965581627j)
1487,5202046875.0,-34.266,(-0.01572953+0.01116547j),(-0.6449338120955247+0.4535277517806974j),-2.0647010000000066,(-0.43356163448972684+0.6543737889098388j),-2.1029187598585324,(0.2639708155028089+0.049915924618270775j),(0.4913529627390826-0.2553810014706482j)
1488,5202050000.0,-34.68819,(-0.01499825+0.01054799j),(-0.6162199366555563+0.4293183938884758j),-2.486891000000007,(-0.4367086073780331+0.6073158774010119j),-2.521634418053047,(0.2640903523352355+0.050671987732639964j),(0.47293643207497316-0.24057050452101109j)
1489,5202053125.0,-35.16679,(-0.01381103+0.01030273j),(-0.5715816870316477+0.42246881782883916j),-2.965491000000007,(-0.41684131968459476+0.572542210705104j),-2.9967600762484707,(0.26421142930508834+0.05142766261483762j),(0.4550857942975467-0.22384635180072648j)
1490,5202056250.0,-35.9056,(-0.01293746+0.009511651j),(-0.527661571423818+0.38435730045831595j),-3.704301000000008,(-0.4041671588326541+0.5099877348005999j),-3.7320957344429857,(0.26433404477275146+0.05218294460131504j),(0.4380572253697914-0.20519248915630894j)
1491,5202059375.0,-36.14642,(-0.01214163+0.009659712j),(-0.4986279129974139+0.3931156545378255j),-3.945121000000008,(-0.3911883650423028+0.49788547389854537j),-3.9694413926375,(0.2644581970800758+0.05293782903773833j),(0.42212312022450316-0.18463445149085753j)
1492,5202062500.0,-36.79248,(-0.0116234+0.008588725j),(-0.4756068873530135+0.3481949965812516j),-4.591181000000006,(-0.3945519151230637+0.4360123118177396j),-4.612027050832012,(0.2645838845502174+0.05369231127776159j),(0.4075642065825801-0.16224522398450833j)
1493,5202065625.0,-37.21288,(-0.01076453+0.008779777j),(-0.4367583300752317+0.35302661368708593j),-5.011581000000007,(-0.3702327127249248+0.42077826652505423j),-5.028952709026527,(0.2647111054878347+0.054446386683997976j),(0.3946596645440773-0.1381493986397713j)
1494,5202068750.0,-38.02616,(-0.01027263+0.007116679j),(-0.42165527600053093+0.2893652419791009j),-5.824861000000006,(-0.3780787728971747+0.3431418309643659j),-5.83875836722104,(0.26483985817910594+0.0552000506278913j),(0.3836756665186446-0.11252491340711968j)
1495,5202071875.0,-38.75036,(-0.00968343+0.006603367j),(-0.3898770288897946+0.26335001121139145j),-6.549061000000009,(-0.360704282718474+0.30119616207646727j),-6.559484025415557,(0.26497014089174686+0.05595329848958769j),(0.3748530277979678-0.08560177462269909j)
1496,5202075000.0,-39.46228,(-0.00934618+0.005295333j),(-0.37807656560949665+0.2120078921337243j),-7.260981000000008,(-0.3625606069412003+0.23693598479546116j),-7.26792968361007,(0.26510195187521757+0.05670612565890306j),(0.3683948979176147-0.05765739365103008j)
1497,5202078125.0,-39.79842,(-0.008840188+0.004991428j),(-0.3640253042819641+0.20342295888884515j),-7.597121000000008,(-0.356781412531992+0.21555344109587973j),-7.600595341804584,(0.2652352893605512+0.05745852753409782j),(0.36445557295523134-0.029008501587483096j)
1498,5202081250.0,-41.00002,(-0.008270294+0.003701204j),(-0.33210542371673846+0.14686895470192754j),-8.798721000000008,(-0.3321054237163812+0.1468689547027353j),-8.798721000000008,(0.2653701515605613+0.05821049952284372j),(0.36313152206509314+0j)
1499,5202084375.0,-40.81123,(-0.008813352+0.002160205j),(-0.36082838396950095+0.08675259256477567j),-8.60993100000001,(-0.36370593397680795+0.07450738708384742j),-8.606456658194524,(0.2655065366698608+0.05896203704209396j),(0.36445557295523134+0.029008501587483096j)
1500,5202087500.0,-40.97904,(-0.008751558+0.001757431j),(-0.35719816436389773+0.07008943546916523j),-8.777741000000006,(-0.361413772979821+0.04577462198288757j),-8.770792316389034,(0.26564444286487954+0.059713135517953535j),(0.3683948979160956+0.05765739364277851j)
1501,5202090625.0,-40.90437,(-0.009060917+0.0004809275j),(-0.3667188080206237+0.017839546906358715j),-8.703071000000008,(-0.3670760934981276-0.01949319467664396j),-8.69264797458355,(0.26578386830408296+0.06046379038664211j),(0.3748530277957355+0.08560177461470031j)
1502,5202093750.0,-40.66719,(-0.009149106-0.0003820475j),(-0.3769144098079392-0.017408078040608344j),-8.465891000000006,(-0.37169885484963366-0.06829186408525345j),-8.451993632778063,(0.26592481112779+0.06121399709327047j),(0.3836756665186446+0.11252491340711968j)
1503,5202096875.0,-39.93764,(-0.01020951-0.00119365j),(-0.4073860216906234-0.04945566841577005j),-7.73634100000001,(-0.39399982323193666-0.11767903964950989j),-7.718969290972581,(0.2660672694583912+0.061963751092802784j),(0.3946596645440773+0.1381493986397713j)
1504,5202100000.0,-39.3853,(-0.01047003-0.002080797j),(-0.42855098208814035-0.08713997876360989j),-7.184001000000009,(-0.40309353660019964-0.17229370454807727j),-7.163154949167094,(0.26621124140036934+0.06271304784992536j),(0.4075642065825801+0.16224522398450833j)
1505,5202103125.0,-39.22518,(-0.01054587-0.003068513j),(-0.4271649234532232-0.12634166033293753j),-7.02388100000001,(-0.38659449433156734-0.22381044729058433j),-6.999560607361609,(0.26635672504031627+0.06346188283891542j),(0.4221231202200523+0.1846344514846031j)
